uniprot_id	gene_symbol	protein_name	mitocarta_score	sub_mito_localization	pathways	is_matrix	is_im	is_ims	is_om
Q16762	TST	thiosulfate sulfurtransferase	12.6585	Matrix	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism	1	0	0	0
Q9UI17	DMGDH	dimethylglycine dehydrogenase	12.558	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q86X76	NIT1	nitrilase 1	12.2585	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	1	0	0	0
Q6P587	FAHD1	fumarylacetoacetate hydrolase domain containing 1	12.2255	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q53R41	FASTKD1	FAST kinase domains 1	12.021	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q92665	MRPS31	mitochondrial ribosomal protein S31	11.9827	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
O75891	ALDH1L1	aldehyde dehydrogenase 1 family member L1	11.9576	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
O75127	PTCD1	pentatricopeptide repeat domain 1	11.8591	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules	1	0	0	0
Q9H3H1	TRIT1	tRNA isopentenyltransferase 1	11.7935	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q8IVS8	GLYCTK	glycerate kinase	11.7394	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q5JTZ9	AARS2	alanyl-tRNA synthetase 2, mitochondrial	11.6455	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9BQ52	ELAC2	elaC ribonuclease Z 2	11.57	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	1	0	0	0
P07203	GPX1	glutathione peroxidase 1	11.5396	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	1	0	0	0
Q9Y5R4	HEMK1	HemK methyltransferase family member 1	11.3146	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q9NRN9	METTL5	methyltransferase like 5	10.934	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q9UJ68	MSRA	methionine sulfoxide reductase A	10.9177	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism	1	0	0	0
Q8WV74	NUDT8	nudix hydrolase 8	10.9177	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
Q96T66	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	10.9177	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
P53396	ACLY	ATP citrate lyase	10.8771	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q8NFF5	FLAD1	flavin adenine dinucleotide synthetase 1	10.8723	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
Q9Y234	LIPT1	lipoyltransferase 1	10.853	Matrix	Metabolism > Lipid metabolism > Lipoate insertion	1	0	0	0
Q7Z3D6	DGLUCY	D-glutamate cyclase	10.8	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q16822	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	10.7634	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q4G0N4	NADK2	NAD kinase 2, mitochondrial	10.7634	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q86X67	NUDT13	nudix hydrolase 13	10.7449	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q13085	ACACA	acetyl-CoA carboxylase alpha	10.6893	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins	1	0	0	0
P80404	ABAT	4-aminobutyrate aminotransferase	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
P54868	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	10.6859	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism	1	0	0	0
P51649	ALDH5A1	aldehyde dehydrogenase 5 family member A1	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism	1	0	0	0
Q16774	GUK1	guanylate kinase 1	10.4839	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q8N465	D2HGDH	D-2-hydroxyglutarate dehydrogenase	10.4683	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
O14832	PHYH	phytanoyl-CoA 2-hydroxylase	10.361	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q9Y6G3	MRPL42	mitochondrial ribosomal protein L42	10.2285	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9NUJ1	ABHD10	abhydrolase domain containing 10, depalmitoylase	9.9467	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q9H4B0	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	9.8639	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P50583	NUDT2	nudix hydrolase 2	9.8196	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q12849	GRSF1	G-rich RNA sequence binding factor 1	9.8097	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9Y676	MRPS18B	mitochondrial ribosomal protein S18B	9.7734	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q16854	DGUOK	deoxyguanosine kinase	9.7551	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q969G6	RFK	riboflavin kinase	9.7512	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
O43488	AKR7A2	aldo-keto reductase family 7 member A2	9.6694	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
P33316	DUT	deoxyuridine triphosphatase	9.607	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
O75570	MTRF1	mitochondrial translation release factor 1	9.5152	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q9NPB1	NT5M	5',3'-nucleotidase, mitochondrial	9.4427	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
P49914	MTHFS	methenyltetrahydrofolate synthetase	9.3094	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9NVS9	PNPO	pyridoxamine 5'-phosphate oxidase	9.3059	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	1	0	0	0
Q9H0R6	QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1	9.164	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9BPW8	NIPSNAP1	nipsnap homolog 1	9.1051	Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	1	0	0	0
P41250	GARS1	glycyl-tRNA synthetase 1	9.0665	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q08AH3	ACSM2A	acyl-CoA synthetase medium chain family member 2A	9.0362	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q7L3T8	PARS2	prolyl-tRNA synthetase 2, mitochondrial	8.9079	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q86TS9	MRPL52	mitochondrial ribosomal protein L52	8.8594	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9Y606	PUS1	pseudouridine synthase 1	8.8588	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
Q05932	FPGS	folylpolyglutamate synthase	8.3701	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9GZT8	NIF3L1	NGG1 interacting factor 3 like 1	8.1782	Matrix	0	1	0	0	0
Q8N0Z8	PUSL1	pseudouridine synthase like 1	8.1744	Matrix	Mitochondrial central dogma > Translation	1	0	0	0
Q9H7H0	METTL17	methyltransferase like 17	8.0113	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
P78540	ARG2	arginase 2	7.9705	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q9NVV4	MTPAP	mitochondrial poly(A) polymerase	7.9277	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q9HAC7	SUGCT	succinyl-CoA:glutarate-CoA transferase	7.8716	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
O43847	NRDC	nardilysin convertase	7.7642	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting	1	0	0	0
Q96CB9	NSUN4	NOP2/Sun RNA methyltransferase 4	7.744	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9H6R3	ACSS3	acyl-CoA synthetase short chain family member 3	7.6981	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q8N0V3	RBFA	ribosome binding factor A	7.663	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q6UB28	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	7.6531	Matrix	Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis > Proteases	1	0	0	0
Q9UFN0	NIPSNAP3A	nipsnap homolog 3A	7.6248	Matrix	0	1	0	0	0
O75828	CBR3	carbonyl reductase 3	7.4373	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q7Z6M4	MTERF4	mitochondrial transcription termination factor 4	7.4107	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
A8MXV4	NUDT19	nudix hydrolase 19	7.4095	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
P23919	DTYMK	deoxythymidylate kinase	7.3701	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q15046	KARS1	lysyl-tRNA synthetase 1	7.3221	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
P00480	OTC	ornithine carbamoyltransferase	7.1641	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
Q96E29	MTERF3	mitochondrial transcription termination factor 3	7.1079	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q8IYQ7	THNSL1	threonine synthase like 1	6.9426	Matrix	0	1	0	0	0
Q13907	IDI1	isopentenyl-diphosphate delta isomerase 1	6.8633	Matrix	Metabolism > Lipid metabolism > Cholesterol-associated	1	0	0	0
Q13472	TOP3A	DNA topoisomerase III alpha	6.7725	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication	1	0	0	0
Q8N4E7	FTMT	ferritin mitochondrial	6.7693	Matrix	Metabolism > Metals and cofactors > Iron homeostasis	1	0	0	0
Q9BYZ2	LDHAL6B	lactate dehydrogenase A like 6B	6.7613	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q7L0Y3	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	6.654	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
O00154	ACOT7	acyl-CoA thioesterase 7	6.6503	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q8WVM0	TFB1M	transcription factor B1, mitochondrial	6.6493	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q96RR1	TWNK	twinkle mtDNA helicase	6.6296	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	1	0	0	0
Q9H3L0	MMADHC	metabolism of cobalamin associated D	6.6165	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	1	0	0	0
Q96C36	PYCR2	pyrroline-5-carboxylate reductase 2	6.537	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	1	0	0	0
O94761	RECQL4	RecQ like helicase 4	6.4021	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
Q9H2K0	MTIF3	mitochondrial translational initiation factor 3	6.3646	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
P13051	UNG	uracil DNA glycosylase	6.3004	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
Q6IB77	GLYAT	glycine-N-acyltransferase	6.2978	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q96AB3	ISOC2	isochorismatase domain containing 2	6.2195	Matrix	0	1	0	0	0
P09417	QDPR	quinoid dihydropteridine reductase	6.1455	Matrix	Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
A4D1E9	GTPBP10	GTP binding protein 10	6.1454	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9NXH9	TRMT1	tRNA methyltransferase 1	6.1111	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P82909	MRPS36	mitochondrial ribosomal protein S36	6.0327	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle	1	0	0	0
Q9P2J9	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	6.0269	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	1	0	0	0
Q53S33	BOLA3	bolA family member 3	5.6344	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
Q9NYY8	FASTKD2	FAST kinase domains 2	5.5345	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9H611	PIF1	PIF1 5'-to-3' DNA helicase	5.4414	Matrix	Mitochondrial central dogma > mtDNA maintenance	1	0	0	0
O94903	PLPBP	pyridoxal phosphate binding protein	5.3618	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	1	0	0	0
Q8TCS8	PNPT1	polyribonucleotide nucleotidyltransferase 1	5.3413	Matrix|IMS	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	1	0
Q969P6	TOP1MT	DNA topoisomerase I mitochondrial	5.3339	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription	1	0	0	0
O60930	RNASEH1	ribonuclease H1	5.327	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q86UY8	NT5DC3	5'-nucleotidase domain containing 3	5.2887	Matrix	0	1	0	0	0
P58557	YBEY	ybeY metalloendoribonuclease	5.2315	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
O00142	TK2	thymidine kinase 2	5.1181	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q9BSE5	AGMAT	agmatinase	4.986	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q5EBM0	CMPK2	cytidine/uridine monophosphate kinase 2	4.9286	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q7Z4W1	DCXR	dicarbonyl and L-xylulose reductase	4.7874	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q9BW91	NUDT9	nudix hydrolase 9	4.7857	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q9UHK6	AMACR	alpha-methylacyl-CoA racemase	4.7681	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	1	0	0	0
P53370	NUDT6	nudix hydrolase 6	4.6489	Matrix	0	1	0	0	0
Q9UI43	MRM2	mitochondrial rRNA methyltransferase 2	4.5096	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q96GC5	MRPL48	mitochondrial ribosomal protein L48	4.5081	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
P21549	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	4.4755	Matrix	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism	1	0	0	0
Q9NUL7	DDX28	DEAD-box helicase 28	4.4365	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9UIF7	MUTYH	mutY DNA glycosylase	4.3575	Matrix	Mitochondrial central dogma > mtDNA maintenance	1	0	0	0
O43824	GTPBP6	GTP binding protein 6 (putative)	4.3575	Matrix	0	1	0	0	0
Q9H825	METTL8	methyltransferase like 8	4.282	Matrix	Mitochondrial central dogma > mtRNA metabolism	1	0	0	0
Q96CM3	RPUSD4	RNA pseudouridine synthase D4	4.104	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
O75414	NME6	NME/NM23 nucleoside diphosphate kinase 6	3.9472	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
P0C7M7	ACSM4	acyl-CoA synthetase medium chain family member 4	3.8935	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	1	0	0	0
Q86UT6	NLRX1	NLR family member X1	3.7937	Matrix	Signaling > Immune response	1	0	0	0
Q9H5Q4	TFB2M	transcription factor B2, mitochondrial	3.7684	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription	1	0	0	0
Q8N3J5	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	3.7684	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex	1	0	0	0
Q8WXI4	ACOT11	acyl-CoA thioesterase 11	3.398	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	1	0	0	0
Q9BS92	NIPSNAP3B	nipsnap homolog 3B	3.3827	Matrix	0	1	0	0	0
Q32P41	TRMT5	tRNA methyltransferase 5	3.1785	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
O15527	OGG1	8-oxoguanine DNA glycosylase	3.1054	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
A6NK06	ACOD1	aconitate decarboxylase 1	3.0634	Matrix	Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response	1	0	0	0
Q9BXR0	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	3.0298	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
A6NNL5	C15orf61	chromosome 15 open reading frame 61	2.5925	Matrix	0	1	0	0	0
O75417	POLQ	DNA polymerase theta	2.5592	Matrix	Mitochondrial central dogma > mtDNA maintenance	1	0	0	0
Q08257	CRYZ	crystallin zeta	2.4163	Matrix	0	1	0	0	0
P32322	PYCR1	pyrroline-5-carboxylate reductase 1	2.4163	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	1	0	0	0
Q9NVH6	TMLHE	trimethyllysine hydroxylase, epsilon	2.2595	Matrix	Metabolism > Metals and cofactors > Carnitine synthesis and transport	1	0	0	0
Q86U90	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	2.1517	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
Q13268	DHRS2	dehydrogenase/reductase 2	2.0214	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q8IVH4	MMAA	metabolism of cobalamin associated A	1.9744	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	1	0	0	0
Q9NQG6	MIEF1	mitochondrial elongation factor 1	1.9593	MOM|Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission	1	0	0	1
P49916	LIG3	DNA ligase 3	1.8977	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
Q7L8L6	FASTKD5	FAST kinase domains 5	1.5509	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q9Y6E7	SIRT4	sirtuin 4	1.4323	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q6L8Q7	PDE12	phosphodiesterase 12	1.4323	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q7L2E3	DHX30	DExH-box helicase 30	1.3968	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
A6NJ78	METTL15	methyltransferase like 15	1.3644	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q9UK39	NOCT	nocturnin	1.3533	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
P35218	CA5A	carbonic anhydrase 5A	1.2151	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
Q9H857	NT5DC2	5'-nucleotidase domain containing 2	1.168	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
O95900	TRUB2	TruB pseudouridine synthase family member 2	1.081	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q6P1S2	C3orf33	chromosome 3 open reading frame 33	0.7152	Matrix	0	1	0	0	0
P49448	GLUD2	glutamate dehydrogenase 2	0.4661	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism	1	0	0	0
Q5VTE6	ANGEL2	angel homolog 2	0.3556	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	1	0	0	0
Q96SZ6	CDK5RAP1	CDK5 regulatory subunit associated protein 1	0.1441	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P22234	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	0.08	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q9BSH5	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	0.0417	Matrix	0	1	0	0	0
Q96I51	RCC1L	RCC1 like	-0.1485	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q8N0U4	FAM185A	family with sequence similarity 185 member A	-0.32	Matrix	0	1	0	0	0
Q9UHN1	POLG2	DNA polymerase gamma 2, accessory subunit	-0.9827	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	1	0	0	0
Q8N1Q8	THEM5	thioesterase superfamily member 5	-0.9827	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q99551	MTERF1	mitochondrial transcription termination factor 1	-1.0247	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription	1	0	0	0
Q86UA3	MYG1	MYG1 exonuclease	-1.3152	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications	1	0	0	0
Q8TB22	SPATA20	spermatogenesis associated 20	-1.3348	Matrix	0	1	0	0	0
Q9BYC2	OXCT2	3-oxoacid CoA-transferase 2	-1.406	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism	1	0	0	0
Q68CK6	ACSM2B	acyl-CoA synthetase medium chain family member 2B	-1.8699	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	1	0	0	0
Q9BQP7	MGME1	mitochondrial genome maintenance exonuclease 1	-2.2856	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	1	0	0	0
P27695	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	-2.5406	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
Q9NX74	DUS2	dihydrouridine synthase 2	-3.2256	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
O15091	PRORP	protein only RNase P catalytic subunit	-3.6264	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	1	0	0	0
Q9NVH0	EXD2	exonuclease 3'-5' domain containing 2	-3.8147	Matrix	Mitochondrial central dogma > Translation	1	0	0	0
Q9NWX6	THG1L	tRNA-histidine guanylyltransferase 1 like	-4.4408	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
Q4J6C6	PREPL	prolyl endopeptidase like	-4.592	Matrix	0	1	0	0	0
