accession	region	frac_helix	frac_strand	frac_coil	mean_plddt	frac_plddt_gt70	frac_plddt_gt90
C1P601	n_domain	0.5569620253164557	0.0	0.44303797468354433	78.38101292863676	0.7341772151898734	0.22784810126582278
C1P620	n_domain	0.9714285714285714	0.0	0.02857142857142858	75.01114294869559	0.7142857142857143	0.0
H0UI37	pre_domain	0.0	0.0	1.0	53.74360000610351	0.0	0.0
H0UI37	n_domain	0.4305555555555556	0.05555555555555555	0.5138888888888888	94.05694389343262	0.9861111111111112	0.875
O00142	pre_domain	0.0	0.0	1.0	40.99885733468192	0.0	0.0
O00142	n_domain	0.5049019607843137	0.14215686274509803	0.35294117647058826	92.7910784179089	0.9362745098039216	0.8627450980392157
O00142	c_region	0.7307692307692307	0.0	0.2692307692307693	80.20576997903677	0.7307692307692307	0.6538461538461539
O00154	pre_domain	0.0	0.05454545454545454	0.9454545454545454	34.585636242953214	0.03636363636363636	0.0
O00154	n_domain	0.29333333333333333	0.41333333333333333	0.29333333333333333	96.00533340454102	0.9933333333333333	0.9533333333333334
O00154	c_region	0.2857142857142857	0.33714285714285713	0.37714285714285717	90.75057131086076	0.9085714285714286	0.7942857142857143
O00217	pre_domain	0.5662650602409639	0.0	0.4337349397590361	77.10313259262637	0.6024096385542169	0.4819277108433735
O00217	n_domain	0.288	0.224	0.488	95.2342398071289	1.0	0.952
O00330	pre_domain	0.0	0.0	1.0	40.09037053143537	0.0	0.0
O00330	n_domain	0.0	0.48936170212765956	0.5106382978723405	81.69074480584327	0.8404255319148937	0.11702127659574468
O00330	c_region	0.3286118980169972	0.1954674220963173	0.4759206798866855	81.80175633200842	0.7705382436260623	0.5439093484419264
O00408	pre_domain	0.2863849765258216	0.20187793427230047	0.5117370892018779	68.41990619534059	0.6384976525821596	0.12206572769953052
O00408	n_domain	0.4482758620689655	0.26436781609195403	0.28735632183908044	87.37367805393262	0.9425287356321839	0.5574712643678161
O00408	c_region	0.631768953068592	0.0776173285198556	0.29061371841155237	88.36916978264543	0.9169675090252708	0.6516245487364621
O00411	pre_domain	0.3656387665198238	0.0	0.6343612334801763	45.012202628383555	0.10572687224669604	0.013215859030837005
O00411	n_domain	0.6855345911949685	0.0	0.3144654088050315	91.67358484808004	0.9874213836477987	0.7735849056603774
O00411	c_region	0.5710900473933649	0.11374407582938388	0.3151658767772512	92.19850720500494	0.9537914691943128	0.7701421800947867
O00429	n_domain	0.4258064516129032	0.16129032258064516	0.41290322580645167	83.14867754290181	0.8612903225806452	0.3193548387096774
O00429	c_region	0.607981220657277	0.0	0.392018779342723	71.59882641734092	0.6408450704225352	0.3051643192488263
O00483	n_domain	0.6027397260273972	0.0	0.3972602739726028	92.96191751140438	1.0	0.821917808219178
O00483	c_region	0.0	0.0	1.0	85.0625	1.0	0.25
O00746	pre_domain	0.0	0.0	1.0	47.97657154628209	0.0	0.0
O00746	n_domain	0.4666666666666667	0.18666666666666668	0.3466666666666667	94.26726633707682	0.94	0.92
O00763	pre_domain	0.12	0.0	0.88	29.939822243584526	0.0	0.0
O00763	n_domain	0.4276729559748428	0.12578616352201258	0.44654088050314467	82.93974844014869	0.8805031446540881	0.3710691823899371
O00763	c_region	0.4257473481195757	0.2343297974927676	0.3399228543876567	83.83817731586923	0.8987463837994214	0.30713596914175506
O14521	pre_domain	0.0	0.0	1.0	48.96755549112956	0.0	0.0
O14521	n_domain	0.7807017543859649	0.0	0.2192982456140351	94.62447353831509	0.9385964912280702	0.8771929824561403
O14548	pre_domain	0.08928571428571429	0.17857142857142858	0.7321428571428571	65.0007141658238	0.35714285714285715	0.0
O14548	n_domain	0.7241379310344828	0.0	0.27586206896551724	93.69275849441001	0.9827586206896551	0.896551724137931
O14561	pre_domain	0.15384615384615385	0.0	0.8461538461538461	55.94753846388597	0.015384615384615385	0.0
O14561	n_domain	0.5604395604395604	0.0	0.43956043956043955	93.30043972979536	0.989010989010989	0.8571428571428571
O14832	pre_domain	0.0	0.0	1.0	37.129666582743326	0.0	0.0
O14832	n_domain	0.262987012987013	0.22402597402597402	0.512987012987013	90.15775950543292	0.9123376623376623	0.724025974025974
O14874	pre_domain	0.4057971014492754	0.0	0.5942028985507246	49.99202902420707	0.2028985507246377	0.15942028985507245
O14874	n_domain	0.7857142857142857	0.032467532467532464	0.18181818181818182	93.68623361959087	0.9935064935064936	0.8246753246753247
O14874	c_region	0.35978835978835977	0.2275132275132275	0.41269841269841273	86.7996826070957	0.8412698412698413	0.7301587301587301
O14880	n_domain	0.8156028368794326	0.0	0.18439716312056742	95.75241148387286	0.9858156028368794	0.9290780141843972
O14880	c_region	0.0	0.0	1.0	47.17599945068359	0.0	0.0
O14925	pre_domain	0.0	0.0	1.0	46.39448983328683	0.0	0.0
O14925	n_domain	0.7974683544303798	0.0	0.20253164556962022	63.30202532418166	0.31645569620253167	0.0
O14949	n_domain	0.5185185185185185	0.0	0.4814814814814815	94.89753110909167	0.9876543209876543	0.8888888888888888
O14957	n_domain	0.6607142857142857	0.0	0.3392857142857143	88.4124996321542	0.8928571428571429	0.5357142857142857
O15091	pre_domain	0.16783216783216784	0.0	0.8321678321678322	41.711049099902176	0.21678321678321677	0.11188811188811189
O15091	n_domain	0.6855895196506551	0.056768558951965066	0.25764192139737985	94.7262880750098	1.0	0.8995633187772926
O15091	c_region	0.3981042654028436	0.1943127962085308	0.4075829383886256	86.94990543166608	0.8767772511848341	0.5781990521327014
O15229	n_domain	0.3685636856368564	0.2981029810298103	0.3333333333333333	93.48853646255121	0.9566395663956639	0.8888888888888888
O15229	c_region	0.7692307692307693	0.0	0.23076923076923073	73.93384610689603	0.6153846153846154	0.38461538461538464
O15235	pre_domain	0.0	0.0	1.0	52.23000005086263	0.03333333333333333	0.0
O15235	n_domain	0.06481481481481481	0.37962962962962965	0.5555555555555556	95.9531482413963	1.0	0.9814814814814815
O15239	n_domain	0.6875	0.0	0.3125	97.67312490940094	1.0	1.0
O15270	pre_domain	0.31547619047619047	0.1130952380952381	0.5714285714285714	69.69696428662255	0.6488095238095238	0.35714285714285715
O15270	n_domain	0.4456824512534819	0.17827298050139276	0.37604456824512544	96.49860730609522	1.0	0.9693593314763231
O15270	c_region	0.22857142857142856	0.0	0.7714285714285715	60.14228548322405	0.42857142857142855	0.34285714285714286
O15382	pre_domain	0.0	0.0	1.0	38.10518533212167	0.0	0.0
O15382	n_domain	0.2033898305084746	0.2824858757062147	0.5141242937853108	96.26502831238138	0.9774011299435028	0.9152542372881356
O15382	c_region	0.30319148936170215	0.324468085106383	0.3723404255319149	98.11127634251372	1.0	0.9893617021276596
O15527	pre_domain	0.0	0.0	1.0	42.54888916015625	0.0	0.0
O15527	n_domain	0.18681318681318682	0.31868131868131866	0.4945054945054945	96.57626351157387	0.989010989010989	0.9340659340659341
O15527	c_region	0.6163265306122448	0.036734693877551024	0.34693877551020413	92.59506116594586	0.9183673469387755	0.8734693877551021
O15528	pre_domain	0.0	0.0	1.0	28.938276225122912	0.0	0.0
O15528	n_domain	0.5553235908141962	0.09603340292275574	0.348643006263048	90.2905638183084	0.941544885177453	0.732776617954071
O32528	n_domain	0.6153846153846154	0.0	0.3846153846153846	69.31092288677509	0.4	0.2153846153846154
O32528	c_region	0.0	0.0	1.0	54.17884606581468	0.038461538461538464	0.0
O32583	n_domain	0.18333333333333332	0.43333333333333335	0.3833333333333333	96.7284999847412	1.0	0.9666666666666667
O32583	c_region	0.0	0.0	1.0	74.57999954223632	0.8	0.0
O43169	pre_domain	0.0	0.0	1.0	53.04933344523112	0.0	0.0
O43169	n_domain	0.32608695652173914	0.21739130434782608	0.4565217391304348	90.55978269162385	0.9021739130434783	0.8260869565217391
O43169	c_region	0.5813953488372093	0.0	0.41860465116279066	69.55139577111532	0.5116279069767442	0.23255813953488372
O43181	pre_domain	0.05555555555555555	0.0	0.9444444444444444	65.96999984317355	0.3055555555555556	0.25
O43181	n_domain	0.1625	0.3125	0.525	96.87112493515015	1.0	1.0
O43181	c_region	0.17391304347826086	0.0	0.8260869565217391	96.4508693529212	1.0	1.0
O43272	pre_domain	0.28735632183908044	0.0	0.7126436781609196	61.0666666798208	0.47126436781609193	0.3218390804597701
O43272	n_domain	0.6098901098901099	0.06593406593406594	0.32417582417582413	90.14032957056067	0.9560439560439561	0.6483516483516484
O43272	c_region	0.5468277945619335	0.14803625377643503	0.30513595166163143	87.48247748199186	0.8731117824773413	0.6555891238670695
O43325	n_domain	0.84	0.0	0.16000000000000003	93.07586659749349	1.0	0.8933333333333333
O43325	c_region	0.4222222222222222	0.0	0.5777777777777777	73.85933363172742	0.6444444444444445	0.08888888888888889
O43464	pre_domain	0.0	0.0	1.0	40.29122305945527	0.0	0.0
O43464	n_domain	0.21226415094339623	0.4009433962264151	0.38679245283018865	88.98320754069202	0.9009433962264151	0.7028301886792453
O43464	c_region	0.2336448598130841	0.3644859813084112	0.40186915887850466	90.03364470294703	0.9345794392523364	0.7850467289719626
O43488	pre_domain	0.0	0.0	1.0	53.352500173780655	0.1111111111111111	0.0
O43488	n_domain	0.4891640866873065	0.14551083591331268	0.3653250773993808	97.48783300535598	1.0	0.9814241486068112
O43521	pre_domain	0.0	0.0	1.0	49.490423622777904	0.00847457627118644	0.0
O43521	n_domain	0.8734177215189873	0.0	0.12658227848101267	75.65354412416869	0.6455696202531646	0.16455696202531644
O43572	pre_domain	0.16304347826086957	0.0	0.8369565217391304	40.91652192240176	0.0	0.0
O43572	n_domain	0.5617977528089888	0.0	0.4382022471910112	75.06921330998453	0.6629213483146067	0.449438202247191
O43572	c_region	0.4594594594594595	0.016632016632016633	0.5239085239085239	66.70442821478893	0.5280665280665281	0.3180873180873181
O43615	pre_domain	0.5423076923076923	0.0	0.45769230769230773	51.01015388782208	0.09230769230769231	0.0
O43615	n_domain	0.4166666666666667	0.34375	0.23958333333333326	81.41354182362556	0.796875	0.4635416666666667
O43674	pre_domain	0.0	0.0	1.0	56.21050001780192	0.13333333333333333	0.03333333333333333
O43674	n_domain	0.6864406779661016	0.0	0.31355932203389836	96.38000009827695	1.0	1.0
O43674	c_region	0.0	0.0	1.0	89.38000072132458	1.0	0.7272727272727273
O43676	pre_domain	0.0	0.0	1.0	63.74666616651747	0.4444444444444444	0.2222222222222222
O43676	n_domain	0.7051282051282052	0.0	0.2948717948717948	93.14012786669609	0.9743589743589743	0.8076923076923077
O43677	pre_domain	0.0	0.0	1.0	54.12000020345052	0.0	0.0
O43677	n_domain	0.6119402985074627	0.0	0.3880597014925373	84.7882088618492	0.7014925373134329	0.5223880597014925
O43678	n_domain	0.37373737373737376	0.23232323232323232	0.393939393939394	84.52808102694425	0.8282828282828283	0.6161616161616161
O43708	pre_domain	0.0	0.14285714285714285	0.8571428571428572	75.5928568158831	0.5714285714285714	0.42857142857142855
O43708	n_domain	0.4230769230769231	0.1794871794871795	0.39743589743589736	97.78769214336688	1.0	0.9615384615384616
O43708	c_region	0.7022900763358778	0.015267175572519083	0.2824427480916031	98.12083976687366	1.0	0.9923664122137404
O43715	pre_domain	0.0	0.0	1.0	91.08800048828125	1.0	0.8
O43715	n_domain	0.86	0.0	0.14	93.99579986572266	1.0	0.9
O43715	c_region	0.0	0.0	1.0	71.69190506708054	0.5238095238095238	0.19047619047619047
O43716	pre_domain	0.0	0.0	1.0	53.53909070564039	0.09090909090909091	0.030303030303030304
O43716	n_domain	0.8285714285714286	0.0	0.17142857142857137	89.55571528843471	1.0	0.5142857142857142
O43716	c_region	0.14705882352941177	0.058823529411764705	0.7941176470588235	85.048529512742	0.8823529411764706	0.45588235294117646
O43766	pre_domain	0.35833333333333334	0.025	0.6166666666666666	61.78508343696594	0.475	0.03333333333333333
O43766	n_domain	0.38095238095238093	0.18095238095238095	0.4380952380952381	93.63561873663039	0.9666666666666667	0.8857142857142857
O43766	c_region	0.5	0.16666666666666666	0.33333333333333337	74.11380913144066	0.5238095238095238	0.35714285714285715
O43772	n_domain	0.7009345794392523	0.0	0.2990654205607477	87.3663552899227	0.9252336448598131	0.616822429906542
O43772	c_region	0.8092783505154639	0.0	0.19072164948453607	89.64969056906159	0.9845360824742269	0.6288659793814433
O43819	pre_domain	0.4166666666666667	0.0	0.5833333333333333	65.99916648864746	0.4375	0.28125
O43819	n_domain	0.36470588235294116	0.25882352941176473	0.37647058823529406	93.73070593441234	0.9941176470588236	0.8235294117647058
O43824	pre_domain	0.10909090909090909	0.09090909090909091	0.7999999999999999	44.27690899588845	0.22727272727272727	0.08181818181818182
O43824	n_domain	0.5714285714285714	0.14285714285714285	0.28571428571428575	87.68873039124504	0.9126984126984127	0.5793650793650794
O43824	c_region	0.4642857142857143	0.23214285714285715	0.30357142857142855	85.895071547372	0.9214285714285714	0.4035714285714286
O43837	pre_domain	0.0	0.0	1.0	35.85114271981376	0.0	0.0
O43837	n_domain	0.42406876790830944	0.18911174785100288	0.3868194842406876	93.15034388676072	0.9484240687679083	0.8624641833810889
O43847	pre_domain	0.1511627906976744	0.0	0.8488372093023255	26.53674425080765	0.0	0.0
O43847	n_domain	0.3549382716049383	0.13580246913580246	0.5092592592592593	76.58194459514853	0.7253086419753086	0.5833333333333334
O43847	c_region	0.42645074224021595	0.21187584345479082	0.3616734143049932	91.7763293082254	0.97165991902834	0.8124156545209177
O43865	pre_domain	0.12222222222222222	0.0	0.8777777777777778	35.40088884565565	0.022222222222222223	0.0
O43865	n_domain	0.5	0.17333333333333334	0.32666666666666666	95.53460006713867	1.0	0.9266666666666666
O43865	c_region	0.44482758620689655	0.16551724137931034	0.3896551724137931	95.44048298802869	1.0	0.9379310344827586
O43920	pre_domain	0.0	0.0	1.0	86.8739990234375	1.0	0.6
O43920	n_domain	0.7096774193548387	0.0	0.29032258064516125	95.50021518174039	1.0	1.0
O43920	c_region	0.0	0.0	1.0	86.29624938964844	1.0	0.0
O52982	pre_domain	0.2682926829268293	0.0	0.7317073170731707	55.2412194973085	0.12195121951219512	0.0
O52982	n_domain	0.08653846153846154	0.5096153846153846	0.40384615384615385	80.02057662376991	0.7884615384615384	0.07692307692307693
O60218	n_domain	0.3987341772151899	0.15822784810126583	0.4430379746835443	97.73674045031584	0.9968354430379747	0.990506329113924
O60220	pre_domain	0.2727272727272727	0.0	0.7272727272727273	68.24954587763006	0.4090909090909091	0.2727272727272727
O60220	n_domain	0.8571428571428571	0.0	0.1428571428571429	96.74015880766369	1.0	0.9841269841269841
O60220	c_region	0.16666666666666666	0.0	0.8333333333333334	57.84583346048991	0.16666666666666666	0.0
O60238	pre_domain	0.2032967032967033	0.0	0.7967032967032968	55.894450659280295	0.13736263736263737	0.0
O60238	n_domain	0.9375	0.0	0.0625	88.05250012874603	0.9375	0.5625
O60238	c_region	0.0	0.0	1.0	48.46800003051758	0.0	0.0
O60260	n_domain	0.25	0.34210526315789475	0.40789473684210525	85.59434172981663	0.9605263157894737	0.17105263157894737
O60260	c_region	0.15167095115681234	0.21079691516709512	0.6375321336760925	76.60218517332886	0.7634961439588689	0.33676092544987146
O60313	pre_domain	0.2918287937743191	0.0	0.7081712062256809	42.290466961693674	0.12062256809338522	0.0
O60313	n_domain	0.46551724137931033	0.14942528735632185	0.38505747126436785	83.89882161151404	0.9137931034482759	0.21839080459770116
O60313	c_region	0.819718309859155	0.0	0.18028169014084505	87.20332375110036	0.9605633802816902	0.4056338028169014
O60783	pre_domain	0.5185185185185185	0.0	0.4814814814814815	52.48703695226599	0.0	0.0
O60783	n_domain	0.6263736263736264	0.04395604395604396	0.32967032967032966	95.39439576536745	1.0	0.978021978021978
O60783	c_region	0.0	0.0	1.0	93.71200027465821	1.0	1.0
O60830	pre_domain	0.0	0.0	1.0	53.13888804117838	0.2222222222222222	0.0
O60830	n_domain	0.9090909090909091	0.0	0.09090909090909094	93.50378758979566	1.0	0.8560606060606061
O60830	c_region	0.0	0.0	1.0	43.07741940406061	0.0	0.0
O60930	pre_domain	0.0	0.0	1.0	40.0647998046875	0.0	0.0
O60930	n_domain	0.3333333333333333	0.27450980392156865	0.3921568627450981	88.27882377774108	0.9411764705882353	0.6862745098039216
O60930	c_region	0.3142857142857143	0.18095238095238095	0.5047619047619047	82.12471428825742	0.7619047619047619	0.6857142857142857
O75027	pre_domain	0.21296296296296297	0.0	0.787037037037037	29.359444370976203	0.0	0.0
O75027	n_domain	0.8939828080229226	0.0	0.10601719197707737	87.63008605170045	0.9369627507163324	0.5530085959885387
O75027	c_region	0.43050847457627117	0.22372881355932203	0.34576271186440677	84.71210186845165	0.8610169491525423	0.5796610169491525
O75127	pre_domain	0.04929577464788732	0.0	0.9507042253521126	33.63387329477659	0.06338028169014084	0.04225352112676056
O75127	n_domain	0.7560975609756098	0.0	0.24390243902439024	92.8698785363174	1.0	0.8292682926829268
O75127	c_region	0.5756302521008403	0.008403361344537815	0.41596638655462187	74.03063032006015	0.7058823529411765	0.29411764705882354
O75208	pre_domain	0.0	0.0	1.0	41.53913957329207	0.021505376344086023	0.0
O75208	n_domain	0.8253968253968254	0.0	0.17460317460317465	96.23084662704872	1.0	0.9365079365079365
O75208	c_region	0.8333333333333334	0.0	0.16666666666666663	72.97305541568332	0.6111111111111112	0.0
O75251	pre_domain	0.0	0.0	1.0	43.773157822458366	0.03508771929824561	0.0
O75251	n_domain	0.5064102564102564	0.14743589743589744	0.34615384615384615	95.58705124488243	1.0	0.9807692307692307
O75306	pre_domain	0.08974358974358974	0.0	0.9102564102564102	63.47923075847137	0.5	0.05128205128205128
O75306	n_domain	0.5324675324675324	0.13506493506493505	0.3324675324675325	94.2753765750241	1.0	0.9558441558441558
O75323	pre_domain	0.0625	0.0	0.9375	44.344531178474426	0.03125	0.0
O75323	n_domain	0.4067796610169492	0.3644067796610169	0.2288135593220339	94.65652533708993	0.9745762711864406	0.9152542372881356
O75323	c_region	0.36538461538461536	0.36538461538461536	0.2692307692307692	94.64500016432542	1.0	0.9230769230769231
O75380	pre_domain	0.12857142857142856	0.02857142857142857	0.8428571428571429	74.06085728236607	0.6142857142857143	0.5142857142857142
O75380	n_domain	0.0784313725490196	0.3333333333333333	0.5882352941176472	93.22882304472081	1.0	0.9019607843137255
O75390	pre_domain	0.1111111111111111	0.0	0.8888888888888888	49.75888919830322	0.19444444444444445	0.16666666666666666
O75390	n_domain	0.6570048309178744	0.04589371980676329	0.2971014492753623	97.88833288294106	1.0	0.9855072463768116
O75390	c_region	0.625	0.0	0.375	93.8025004863739	0.9375	0.875
O75394	n_domain	0.06153846153846154	0.5230769230769231	0.41538461538461535	91.27907685499925	0.9538461538461539	0.8
O75414	pre_domain	0.0	0.2	0.8	68.42600059509277	0.3	0.1
O75414	n_domain	0.5592105263157895	0.17105263157894737	0.26973684210526316	97.07703931708085	1.0	1.0
O75414	c_region	0.041666666666666664	0.375	0.5833333333333334	78.54583326975505	0.7083333333333334	0.4166666666666667
O75417	pre_domain	0.13513513513513514	0.013513513513513514	0.8513513513513514	38.64729706016747	0.08108108108108109	0.0
O75417	n_domain	0.4883720930232558	0.17674418604651163	0.33488372093023255	83.93362779839094	0.9116279069767442	0.24651162790697675
O75417	c_region	0.2963928726640591	0.07040417209908735	0.6332029552368535	57.70141678527872	0.4697957409821817	0.11473272490221642
O75431	pre_domain	0.45	0.16	0.39	89.504299659729	0.85	0.79
O75431	n_domain	0.7748344370860927	0.0	0.22516556291390732	96.68112622191575	1.0	0.9735099337748344
O75431	c_region	0.3333333333333333	0.0	0.6666666666666667	57.24666611353556	0.3333333333333333	0.25
O75439	pre_domain	0.0	0.0	1.0	27.991579005592747	0.0	0.0
O75439	n_domain	0.5154185022026432	0.1894273127753304	0.2951541850220264	91.3273128055791	0.9162995594713657	0.8766519823788547
O75439	c_region	0.46875	0.18303571428571427	0.3482142857142857	93.1171428986958	0.9553571428571429	0.8214285714285714
O75489	pre_domain	0.0	0.0	1.0	36.01257149832589	0.0	0.0
O75489	n_domain	0.2913907284768212	0.2913907284768212	0.4172185430463577	91.96596060999182	0.9536423841059603	0.9271523178807947
O75489	c_region	0.038461538461538464	0.15384615384615385	0.8076923076923077	84.80871797219301	0.8205128205128205	0.7948717948717948
O75521	pre_domain	0.0	0.0	1.0	37.33848490859523	0.0	0.0
O75521	n_domain	0.6021505376344086	0.0	0.3978494623655914	85.60677419682985	0.8924731182795699	0.5376344086021505
O75521	c_region	0.5447761194029851	0.15671641791044777	0.29850746268656714	94.20727593151491	0.9440298507462687	0.8843283582089553
O75570	pre_domain	0.1774193548387097	0.0	0.8225806451612903	29.015806259647494	0.0	0.0
O75570	n_domain	0.8547008547008547	0.0	0.14529914529914534	83.80453002147185	0.8803418803418803	0.3076923076923077
O75570	c_region	0.39473684210526316	0.2781954887218045	0.32706766917293234	91.06097743385716	0.9849624060150376	0.6954887218045113
O75600	pre_domain	0.3939393939393939	0.13636363636363635	0.4696969696969697	78.77666652563846	0.7121212121212122	0.5151515151515151
O75600	n_domain	0.45375722543352603	0.18208092485549132	0.36416184971098264	96.18043352689357	1.0	0.9335260115606936
O75600	c_region	0.42857142857142855	0.0	0.5714285714285714	93.75999995640346	1.0	0.8571428571428571
O75608	n_domain	0.36086956521739133	0.2	0.43913043478260866	95.50491296519404	0.9652173913043478	0.9347826086956522
O75616	pre_domain	0.08411214953271028	0.0	0.9158878504672897	44.93542050869665	0.19626168224299065	0.009345794392523364
O75616	n_domain	0.2727272727272727	0.21212121212121213	0.5151515151515151	85.7752814519973	0.8701298701298701	0.7056277056277056
O75616	c_region	0.48484848484848486	0.2828282828282828	0.23232323232323232	95.19606025772866	1.0	0.9393939393939394
O75648	n_domain	0.44017094017094016	0.12393162393162394	0.4358974358974359	88.75910261757353	0.8547008547008547	0.7435897435897436
O75648	c_region	0.15508021390374332	0.42245989304812837	0.42245989304812837	90.14823519864822	0.8823529411764706	0.8288770053475936
O75746	pre_domain	0.0	0.0	1.0	44.81428582327707	0.0	0.0
