uniprot_accession	source_dataset	n_domains	groel_class	length_n_domain	length_c_region	length_diff	length_ratio	net_charge_n_domain	net_charge_c_region	net_charge_diff	net_charge_ratio	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_hydrophobic_ratio	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_helix_ratio	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	frac_strand_ratio	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	mean_plddt_ratio	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	frac_plddt_gt70_ratio	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	relative_contact_order_ratio
O00763	mito	8		159.0	2074.0	-1915.0	0.0766634522661523	4.0	-43.0	47.0	-0.0930232558139534	0.4339622641509434	0.390549662487946	0.0434126016629974	1.1111576985790823	0.4088050314465409	0.40549662487946	0.0033084065670809	1.008158900380649	0.1194968553459119	0.2270973963355834	-0.1076005409896714	0.5261920976378374	82.93974842767294	83.83817743490839	-0.8984290072354497	0.9892837722058904	0.8805031446540881	0.8987463837994214	-0.0182432391453333	0.9797014603071774	0.2108347627215551	0.0311349751719327	0.1796997875496224	6.771637412822357
O14874	hsp60,matrix,mito	2		154.0	189.0	-35.0	0.8148148148148148	2.0	0.0	2.0		0.3831168831168831	0.3703703703703703	0.0127465127465127	1.0344155844155845	0.7337662337662337	0.3386243386243386	0.3951418951418951	2.166903409090909	0.0324675324675324	0.2116402116402116	-0.1791726791726791	0.1534090909090909	93.68623376623376	86.79968253968254	6.886551226551234	1.0793384379419002	0.9935064935064936	0.8412698412698413	0.1522366522366522	1.1809605488850772	0.3013102968460111	0.2379127896369275	0.0633975072090835	1.266473724703211
O15091	hsp60,matrix,mito	2		229.0	211.0	18.0	1.085308056872038	1.0	5.0	-4.0	0.2	0.3755458515283842	0.3507109004739336	0.0248349510544506	1.0708131712498523	0.6593886462882096	0.3744075829383886	0.284981063349821	1.7611519540102814	0.056768558951965	0.1895734597156398	-0.1328049007636747	0.2994541484716157	94.726288209607	86.94990521327014	7.776382996336849	1.08943520958721	1.0	0.8767772511848341	0.1232227488151659	1.1405405405405409	0.0931041729911496	0.1862990090478242	-0.0931948360566746	0.4997566732480533
O15270	mito	2		359.0	35.0	324.0	10.257142857142858	3.0	-6.0	9.0	-0.5	0.3983286908077994	0.2857142857142857	0.1126144050935137	1.394150417827298	0.4289693593314763	0.2	0.2289693593314763	2.1448467966573816	0.1782729805013927	0.0	0.1782729805013927		96.49860724233984	60.14228571428573	36.3563215280541	1.6045051513467554	1.0	0.4285714285714285	0.5714285714285714	2.333333333333333	0.2496060698843227	0.1714285714285714	0.0781774984557512	1.456035407658549
O15382	hsp60,matrix,mito	2		177.0	188.0	-11.0	0.9414893617021276	4.0	-2.0	6.0	-2.0	0.3954802259887006	0.4042553191489361	-0.0087750931602355	0.9782931906036278	0.2146892655367231	0.2606382978723404	-0.0459490323356172	0.8237057534878357	0.2824858757062147	0.324468085106383	-0.0419822094001682	0.8706122070945633	96.26502824858756	98.11127659574468	-1.8462483471571147	0.9811820984170416	0.9774011299435028	1.0	-0.0225988700564971	0.9774011299435028	0.3204038677617939	0.2345461412564522	0.0858577265053417	1.3660590024862749
O15527	matrix,mito	3		91.0	245.0	-154.0	0.3714285714285714	1.0	3.0	-2.0	0.3333333333333333	0.3296703296703296	0.3755102040816326	-0.0458398744113029	0.8779264214046822	0.2197802197802197	0.5959183673469388	-0.376138147566719	0.3688092729188619	0.3186813186813186	0.036734693877551	0.2819466248037676	8.675213675213675	96.57626373626373	92.5950612244898	3.9812025117739296	1.0429958408053943	0.989010989010989	0.9183673469387756	0.0706436420722135	1.0769230769230769	0.3112051882543686	0.1964361864148644	0.1147690018395041	1.584255904852058
O43272	mito	2		182.0	331.0	-149.0	0.5498489425981873	-2.0	-3.0	1.0	0.6666666666666666	0.3626373626373626	0.4018126888217522	-0.0391753261843896	0.902503511526068	0.5934065934065934	0.5317220543806647	0.0616845390259287	1.116008991008991	0.0604395604395604	0.1359516616314199	-0.0755121011918595	0.4445665445665445	90.14032967032968	87.48247734138972	2.6578523289399527	1.030381539363226	0.956043956043956	0.8731117824773413	0.0829321735666147	1.0949846001749115	0.2530364372469635	0.0971459617870049	0.1558904754599586	2.6047036088000506
O43464	mito	2		212.0	107.0	105.0	1.9813084112149533	-2.0	-1.0	-1.0	2.0	0.4056603773584906	0.3925233644859813	0.0131370128725092	1.033468104222821	0.2216981132075471	0.2336448598130841	-0.0119467466055369	0.948867924528302	0.3867924528301887	0.3551401869158878	0.0316522659143008	1.089126117179742	88.98320754716983	90.03364485981307	-1.0504373126432398	0.9883328358606516	0.9009433962264152	0.9345794392523364	-0.0336360430259213	0.964009433962264	0.2008640282838486	0.3168088852769876	-0.115944856993139	0.6340227109104979
O43572	mito	3		89.0	481.0	-392.0	0.185031185031185	0.0	-22.0	22.0	-0.0	0.348314606741573	0.3513513513513513	-0.0030367446097783	0.9913569576490924	0.5617977528089888	0.4324324324324324	0.1293653203765563	1.2991573033707866	0.0	0.0124740124740124	-0.0124740124740124	0.0	75.06921348314607	66.70442827442828	8.364785208717791	1.1254007481228123	0.6629213483146067	0.5280665280665281	0.1348548202480786	1.2553746792886842	0.1112359550561797	0.0766466778027471	0.0345892772534326	1.451282146141406
O43708	matrix,mito	2		78.0	131.0	-53.0	0.5954198473282443	4.0	-1.0	5.0	-4.0	0.3846153846153846	0.3969465648854962	-0.0123311802701115	0.9689349112426036	0.4487179487179487	0.7022900763358778	-0.2535721276179291	0.6389353400222966	0.1923076923076923	0.015267175572519	0.1770405167351732	12.596153846153848	97.7876923076923	98.12083969465648	-0.3331473869641712	0.996604723441005	1.0	1.0	0.0	1.0	0.3441142191142191	0.2450312908328175	0.0990829282814015	1.404368470429374
O43772	mito	2		107.0	194.0	-87.0	0.5515463917525774	5.0	7.0	-2.0	0.7142857142857143	0.3831775700934579	0.4278350515463917	-0.0446574814529338	0.8956198626280825	0.6822429906542056	0.8144329896907216	-0.132189999036516	0.8376907606766828	0.0	0.0	0.0		87.36635514018693	89.64969072164949	-2.283335581462566	0.9745304689499484	0.9252336448598132	0.9845360824742267	-0.0593024376144137	0.9397661104858834	0.3338035619820138	0.2267200806813088	0.1070834813007049	1.4723158221314672
O43824	matrix,mito	2		126.0	280.0	-154.0	0.45	4.0	8.0	-4.0	0.5	0.4206349206349206	0.4035714285714286	0.017063492063492	1.0422812192723696	0.5714285714285714	0.45	0.1214285714285713	1.2698412698412698	0.1428571428571428	0.225	-0.0821428571428571	0.6349206349206349	87.68873015873017	85.89507142857143	1.7936587301587394	1.0208819749530136	0.9126984126984128	0.9214285714285714	-0.0087301587301587	0.9905254091300604	0.1945367294204503	0.1457513914656772	0.0487853379547731	1.3347161043485585
O43847	matrix,mito	4		324.0	741.0	-417.0	0.437246963562753	-46.0	-27.0	-19.0	1.7037037037037035	0.3024691358024691	0.3765182186234818	-0.0740490828210126	0.8033320058409664	0.3518518518518518	0.4116059379217274	-0.0597540860698755	0.8548269581056467	0.1234567901234567	0.2105263157894736	-0.0870695256660168	0.5864197530864198	76.58194444444446	91.77632928475036	-15.194384840305888	0.8344411357621099	0.7253086419753086	0.97165991902834	-0.2463512770530314	0.7464634773662552	0.2960067237336497	0.149321845943871	0.1466848777897787	1.982340372653285
O43865	mito	4		150.0	290.0	-140.0	0.5172413793103449	-2.0	4.0	-6.0	-0.5	0.3933333333333333	0.3689655172413793	0.0243678160919539	1.066043613707165	0.48	0.4241379310344828	0.0558620689655172	1.1317073170731706	0.1466666666666666	0.1724137931034483	-0.0257471264367816	0.8506666666666666	95.5346	95.44048275862067	0.0941172413793083	1.0009861354286875	1.0	1.0	0.0	1.0	0.2979720279720279	0.2118407191516258	0.0861313088204021	1.4065852361403346
O60260	mito	3		76.0	389.0	-313.0	0.1953727506426735	1.0	-3.0	4.0	-0.3333333333333333	0.4078947368421052	0.2802056555269923	0.1276890813151129	1.4556977305649446	0.2368421052631578	0.1542416452442159	0.0826004600189419	1.5355263157894736	0.3421052631578947	0.1953727506426735	0.1467325125152212	1.7510387811634351	85.59434210526315	76.6021850899743	8.992157015288853	1.1173877351504655	0.9605263157894736	0.7634961439588689	0.1970301718306047	1.2580630870104554	0.4125706829056111	0.1436670603765719	0.2689036225290392	2.871713820998385
O60930	matrix,mito	2		51.0	210.0	-159.0	0.2428571428571428	6.0	-2.0	8.0	-3.0	0.4313725490196078	0.3	0.1313725490196078	1.4379084967320264	0.3333333333333333	0.3	0.0333333333333333	1.1111111111111112	0.2745098039215686	0.1809523809523809	0.0935574229691877	1.51702786377709	88.27882352941175	82.12471428571428	6.1541092436974765	1.074936141905921	0.9411764705882352	0.7619047619047619	0.1792717086834734	1.2352941176470589	0.4266748366013072	0.2605616605616605	0.1661131760396467	1.6375196400022056
O75027	mito	2		349.0	295.0	54.0	1.1830508474576271	12.0	-3.0	15.0	-4.0	0.4641833810888252	0.3694915254237288	0.0946918556650964	1.2562761231303068	0.8681948424068768	0.4135593220338983	0.4546355203729785	2.099323594344497	0.0	0.2169491525423728	-0.2169491525423728	0.0	87.63008595988539	84.71210169491525	2.917984264970144	1.034445896236633	0.9369627507163324	0.8610169491525423	0.07594580156379	1.0882047695327484	0.2870361812038492	0.2279091297535963	0.0591270514502528	1.2594325708416243
O75127	matrix,mito	3		82.0	476.0	-394.0	0.1722689075630252	2.0	6.0	-4.0	0.3333333333333333	0.3536585365853658	0.3907563025210084	-0.0370977659356425	0.905061631261474	0.7195121951219512	0.5483193277310925	0.1711928673908587	1.3122138117932902	0.0	0.0084033613445378	-0.0084033613445378	0.0	92.86987804878048	74.03063025210085	18.839247796679643	1.254479095105975	1.0	0.7058823529411765	0.2941176470588235	1.4166666666666663	0.3	0.0962403918913537	0.2037596081086463	3.117194289261329
O75323	matrix,mito	2		118.0	104.0	14.0	1.1346153846153846	1.0	0.0	1.0		0.3305084745762712	0.375	-0.0444915254237288	0.8813559322033898	0.423728813559322	0.3653846153846153	0.0583441981747066	1.1596788581623552	0.3389830508474576	0.3557692307692308	-0.0167861799217731	0.9528172240036646	94.65652542372882	94.645	0.0115254237288269	1.0001217753048637	0.9745762711864406	1.0	-0.0254237288135593	0.9745762711864406	0.4497507477567298	0.4852610892756878	-0.0355103415189579	0.9268221946829456
O75390	hsp60,matrix,mito	2		414.0	16.0	398.0	25.875	0.0	0.0	0.0		0.3864734299516908	0.3125	0.0739734299516908	1.2367149758454106	0.6328502415458938	0.5625	0.0703502415458937	1.125067096081589	0.0338164251207729	0.0	0.0338164251207729		97.88833333333336	93.8025	4.085833333333355	1.0435578298375134	1.0	0.9375	0.0625	1.0666666666666669	0.2255482878030011			
O75417	matrix,mito	7		215.0	2301.0	-2086.0	0.0934376358105171	2.0	-10.0	12.0	-0.2	0.4372093023255814	0.3398522381573229	0.0973570641682585	1.286468803901743	0.4883720930232558	0.2859626249456758	0.2024094680775799	1.7078179119247896	0.1767441860465116	0.0704041720990873	0.1063400139474242	2.510422049956934	83.93362790697672	57.701416775315074	26.23221113166165	1.4546198793316962	0.9116279069767442	0.4697957409821817	0.4418321659945625	1.9404771636942535	0.3254268716680831	0.1080343842173958	0.2173924874506872	3.012252756615262
O75439	hsp60,matrix,mito	2		227.0	224.0	3.0	1.0133928571428572	-9.0	0.0	-9.0		0.3612334801762114	0.3839285714285714	-0.02269509125236	0.9408872041798996	0.5066079295154186	0.4419642857142857	0.0646436438011328	1.1462644061763003	0.185022026431718	0.1785714285714285	0.0064505978602894	1.036123348017621	91.3273127753304	93.11714285714288	-1.789830081812454	0.9807787263773938	0.9162995594713657	0.9553571428571428	-0.0390575833857772	0.9591172958952612	0.3755151342901804	0.3647045545746388	0.0108105797155416	1.0296420200404413
O75521	hsp60,matrix,mito	3		93.0	268.0	-175.0	0.3470149253731343	3.0	3.0	0.0	1.0	0.3548387096774194	0.373134328358209	-0.0182956186807896	0.9509677419354838	0.5698924731182796	0.5186567164179104	0.0512357567003691	1.0987854877388412	0.0	0.1567164179104477	-0.1567164179104477	0.0	85.60677419354839	94.207276119403	-8.600501925854601	0.9087066065369102	0.8924731182795699	0.9440298507462688	-0.0515567324666987	0.9453865442645246	0.4077269317329332	0.1868712604378986	0.2208556712950346	2.1818600183757515
O75570	matrix,mito	4		117.0	266.0	-149.0	0.4398496240601504	-5.0	4.0	-9.0	-1.25	0.3162393162393162	0.3270676691729323	-0.0108283529336161	0.9668926220650358	0.8376068376068376	0.4360902255639097	0.4015166120429279	1.9207191276156796	0.0	0.2781954887218045	-0.2781954887218045	0.0	83.80452991452991	91.06097744360903	-7.256447529079125	0.9203122156955452	0.8803418803418803	0.9849624060150376	-0.1046205256731572	0.8937822143929014	0.343045843045843	0.2007947082897116	0.1422511347561314	1.7084406554722942
O75600	hsp60,mito	2		346.0	7.0	339.0	49.42857142857143	-3.0	1.0	-4.0	-3.0	0.4104046242774566	0.4285714285714285	-0.0181668042939718	0.9576107899807322	0.453757225433526	0.2857142857142857	0.1680429397192403	1.5881502890173411	0.1849710982658959	0.0	0.1849710982658959		96.18043352601156	93.76	2.420433526011564	1.0258152039890311	1.0	1.0	0.0	1.0	0.2446580944516535	0.8571428571428571	-0.6124847626912036	0.2854344435269291
O75616	hsp60,matrix,mito	2		231.0	99.0	132.0	2.333333333333333	10.0	-4.0	14.0	-2.5	0.3636363636363636	0.3939393939393939	-0.0303030303030302	0.9230769230769232	0.2467532467532467	0.494949494949495	-0.2481962481962482	0.4985422740524781	0.2121212121212121	0.2828282828282828	-0.0707070707070706	0.75	85.77528138528139	95.19606060606058	-9.420779220779195	0.9010381400154344	0.8701298701298701	1.0	-0.1298701298701299	0.8701298701298701	0.2637799218776082	0.3071008593396653	-0.043320937462057	0.8589357986323886
O75648	hsp60,matrix,mito	3		234.0	187.0	47.0	1.2513368983957218	0.0	3.0	-3.0	0.0	0.3888888888888889	0.374331550802139	0.0145573380867498	1.038888888888889	0.4188034188034188	0.1443850267379679	0.2744183920654509	2.900601456157012	0.1282051282051282	0.4117647058823529	-0.2835595776772247	0.3113553113553113	88.75910256410255	90.14823529411764	-1.389132730015092	0.9845905721228716	0.8547008547008547	0.8823529411764706	-0.0276520864756159	0.9686609686609686	0.2474868881118881	0.1880820765486991	0.059404811563189	1.3158451493798111
O75746	mito	3		120.0	551.0	-431.0	0.2177858439201452	-8.0	12.0	-20.0	-0.6666666666666666	0.3666666666666666	0.4174228675136116	-0.0507562008469449	0.8784057971014492	0.5166666666666667	0.6606170598911071	-0.1439503932244403	0.7820970695970697	0.0833333333333333	0.0217785843920145	0.0615547489413188	3.826388888888889	90.0825	81.74410163339383	8.338398366606171	1.1020061166492752	0.9833333333333332	0.8294010889292196	0.1539322444041136	1.185594456601021	0.1966386554621849	0.1687903526688883	0.0278483027932965	1.1649875265556546
O75891	matrix,mito	5		205.0	697.0	-492.0	0.2941176470588235	-3.0	-16.0	13.0	0.1875	0.3853658536585366	0.4045911047345767	-0.0192252510760401	0.952482269503546	0.3170731707317073	0.3773314203730272	-0.0602582496413199	0.8403041825095058	0.2292682926829268	0.2223816355810617	0.0068866571018651	1.030967741935484	92.74907317073168	94.37591104734578	-1.62683787661409	0.9827621491696334	1.0	0.975609756097561	0.024390243902439	1.025	0.1978611632270168	0.1092922662071417	0.0885688970198751	1.810385767388247
O76031	hsp60,matrix,mito	2		349.0	126.0	223.0	2.7698412698412698	3.0	-10.0	13.0	-0.3	0.3524355300859599	0.3571428571428571	-0.0047073270568972	0.9868194842406875	0.4584527220630373	0.4444444444444444	0.0140082776185928	1.031518624641834	0.1031518624641833	0.1111111111111111	-0.0079592486469277	0.9283667621776504	73.76220630372494	78.88246031746031	-5.1202540137353765	0.9350900822168952	0.6189111747851003	0.7777777777777778	-0.1588666029926775	0.7957429390094146	0.2184931185119075	0.2296626984126984	-0.0111695799007908	0.9513652849244182
O94761	matrix,mito	3		54.0	1154.0	-1100.0	0.046793760831889	5.0	5.0	0.0	1.0	0.2592592592592592	0.3362218370883882	-0.0769625778291289	0.7710958381061473	0.8333333333333334	0.3136915077989601	0.5196418255343732	2.6565377532228363	0.0	0.0892547660311958	-0.0892547660311958	0.0	89.3862962962963	66.36103119584055	23.02526510045574	1.3469696700840137	0.9629629629629628	0.5719237435008665	0.3910392194620964	1.6837261503928171	0.4567901234567901	0.0876177816589201	0.36917234179787	5.213440865633759
O94826	mito	2		113.0	391.0	-278.0	0.289002557544757	3.0	-11.0	14.0	-0.2727272727272727	0.3539823008849557	0.3657289002557545	-0.0117465993707987	0.9678816758462776	0.7876106194690266	0.7186700767263428	0.0689405427426838	1.0959279438163323	0.0	0.0	0.0		94.79433628318584	89.51237851662403	5.281957766561817	1.059008126631121	0.9646017699115044	0.9335038363171356	0.0310979335943688	1.0333131288641046	0.1812947023881682	0.1454354556467896	0.0358592467413786	1.2465646810944635
O94925	hsp60,mito	3		81.0	453.0	-372.0	0.1788079470198675	1.0	-6.0	7.0	-0.1666666666666666	0.3950617283950617	0.3708609271523179	0.0242008012427438	1.0652557319223983	0.6790123456790124	0.4768211920529801	0.2021911536260322	1.424039780521262	0.0493827160493827	0.097130242825607	-0.0477475267762243	0.5084175084175084	90.62604938271603	92.10715231788078	-1.481102935164742	0.983919783666168	0.9506172839506172	0.933774834437086	0.0168424495135312	1.0180369494790298	0.4442484812855183	0.171997322223882	0.2722511590616363	2.582880218956304
O95140	mito	2		222.0	437.0	-215.0	0.5080091533180778	-7.0	-3.0	-4.0	2.333333333333333	0.3918918918918919	0.3798627002288329	0.0120291916630589	1.0316672093780528	0.3873873873873873	0.7711670480549199	-0.3837796606675325	0.5023391343866122	0.2117117117117117	0.0	0.2117117117117117		89.43297297297299	78.37542334096109	11.0575496320119	1.141084400704384	1.0	0.7482837528604119	0.251716247139588	1.3363914373088683	0.2713107128867998	0.4692679484163476	-0.1979572355295478	0.5781573487010994
O95363	matrix,mito	2		308.0	98.0	210.0	3.142857142857143	-6.0	-1.0	-5.0	6.0	0.3798701298701298	0.3571428571428571	0.0227272727272727	1.0636363636363635	0.3181818181818182	0.336734693877551	-0.0185528756957328	0.9449035812672176	0.2662337662337662	0.3061224489795918	-0.0398886827458256	0.8696969696969696	96.46957792207792	95.57459183673473	0.8949860853432057	1.009364267930875	0.9967532467532468	1.0	-0.0032467532467532	0.9967532467532468	0.1820654931006493	0.4312705727452271	-0.2492050796445777	0.4221607144251051
O95563	mito	2		31.0	94.0	-63.0	0.32978723404255317	3.0	8.0	-5.0	0.375	0.41935483870967744	0.5212765957446809	-0.10192175703500345	0.804476629361422	0.9032258064516129	0.8085106382978723	0.09471516815374059	1.1171477079796266	0.0	0.0	0.0		86.89548387096775	90.69606382978719	-3.8005799588194407	0.9580954255528428	1.0	0.9893617021276596	0.010638297872340385	1.010752688172043	0.3064516129032258	0.3331197128941297	-0.026668099990903915	0.9199443954870979
O95721	mito	2		78.0	142.0	-64.0	0.5492957746478874	2.0	-1.0	3.0	-2.0	0.358974358974359	0.2746478873239437	0.0843264716504152	1.3070348454963838	0.9871794871794872	0.5845070422535211	0.4026724449259661	1.688909484090207	0.0	0.0	0.0		88.76525641025641	73.77788732394366	14.987369086312754	1.2031417492412906	0.9487179487179488	0.6126760563380281	0.3360418923799205	1.5484821691718245		0.4624413145539906		
O95822	matrix,mito	2		159.0	302.0	-143.0	0.5264900662251656	-1.0	4.0	-5.0	-0.25	0.4276729559748428	0.3708609271523179	0.0568120288225248	1.1531895777178796	0.7484276729559748	0.4867549668874172	0.2616727060685576	1.5375861036238394	0.0	0.1821192052980132	-0.1821192052980132	0.0	95.54018867924528	92.63149006622515	2.908698613020107	1.031400753792696	0.9937106918238994	0.9668874172185432	0.0268232746053562	1.0277418799000602	0.299131971516191	0.1667207952668069	0.1324111762493841	1.7942091209286974
O95831	hsp60,mito	3		337.0	142.0	195.0	2.3732394366197185	9.0	-9.0	18.0	-1.0	0.3857566765578635	0.3661971830985915	0.0195594934592719	1.053412462908012	0.3056379821958457	0.2112676056338028	0.0943703765620428	1.4466864490603364	0.2937685459940652	0.2464788732394366	0.0472896727546286	1.1918609580330648	97.98178041543026	91.452323943662	6.52945647176827	1.0713973816104516	1.0	0.8873239436619719	0.1126760563380281	1.126984126984127	0.2091394658753709	0.3271446862996158	-0.1180052204242449	0.6392873692707034
P00350	groel	3	I	180.0	288.0	-108.0	0.625	-4.0	-9.0	5.0	0.4444444444444444	0.3722222222222222	0.4027777777777778	-0.0305555555555555	0.9241379310344828	0.4388888888888889	0.6597222222222222	-0.2208333333333333	0.6652631578947369	0.2222222222222222	0.0208333333333333	0.2013888888888888	10.666666666666666	97.75905555555552	98.20548611111111	-0.4464305555555796	0.9954541179598614	0.9944444444444444	1.0	-0.0055555555555555	0.9944444444444444	0.1955526770293609	0.2308220284237726	-0.0352693513944116	0.8472011027922357
