uniprot_accession	region	frac_helix	frac_strand	frac_coil	mean_plddt	frac_plddt_gt70	frac_plddt_gt90
A8MUP2	n_half	0.3904761904761905	0.12380952380952381	0.4857142857142857	91.3287619047619	0.9523809523809523	0.780952380952381
A8MUP2	c_half	0.2980769230769231	0.4519230769230769	0.25	95.93903846153846	0.9903846153846154	0.9519230769230769
A8MXV4	pre_domain	0.0	0.0	1.0	33.19714285714286	0.0	0.0
A8MXV4	n_domain	0.2704626334519573	0.2277580071174377	0.501779359430605	88.31003558718861	0.8754448398576512	0.6725978647686833
A8MXV4	c_region	0.12643678160919541	0.2988505747126437	0.5747126436781609	90.55885057471264	0.9425287356321839	0.7816091954022989
A8MXV4	n_half	0.19858156028368795	0.23404255319148937	0.5673758865248227	82.86921985815601	0.75177304964539	0.5177304964539007
A8MXV4	c_half	0.34285714285714286	0.22142857142857142	0.4357142857142857	93.78971428571428	1.0	0.8285714285714286
B4DEF8	pre_domain	0.16546762589928057	0.0	0.8345323741007195	57.96741007194244	0.37410071942446044	0.04316546762589928
B4DEF8	n_domain	0.25146198830409355	0.4093567251461988	0.3391812865497076	93.65561403508772	0.9766081871345029	0.8830409356725146
B4DEF8	c_region	0.0	0.0	1.0	62.41052631578948	0.47368421052631576	0.05263157894736842
B4DEF8	n_half	0.5	0.27906976744186046	0.22093023255813954	94.52023255813953	0.9883720930232558	0.9186046511627907
B4DEF8	c_half	0.0	0.5411764705882353	0.4588235294117647	92.78082352941179	0.9647058823529412	0.8470588235294118
B4DJ38	pre_domain	0.12234042553191489	0.005319148936170213	0.8723404255319149	32.15792553191489	0.031914893617021274	0.010638297872340425
B4DJ38	n_domain	0.7710843373493976	0.0	0.2289156626506024	90.59409638554216	1.0	0.6626506024096386
B4DJ38	c_region	0.5292887029288703	0.010460251046025104	0.4602510460251046	70.19512552301255	0.6652719665271967	0.05230125523012552
G3V325	pre_domain	0.07446808510638298	0.0	0.925531914893617	30.61893617021277	0.031914893617021274	0.0
G3V325	n_domain	0.7349397590361446	0.0	0.26506024096385544	89.36759036144579	1.0	0.4578313253012048
G3V325	c_region	0.5271966527196653	0.008368200836820083	0.46443514644351463	70.07267782426779	0.6694560669456067	0.04811715481171548
H0UI37	pre_domain	0.0	0.0	1.0	53.74360000000001	0.0	0.0
H0UI37	n_domain	0.4027777777777778	0.08333333333333333	0.5138888888888888	94.05694444444445	0.9861111111111112	0.875
H0UI37	n_half	0.4722222222222222	0.08333333333333333	0.4444444444444444	93.62833333333333	1.0	0.8611111111111112
H0UI37	c_half	0.3333333333333333	0.08333333333333333	0.5833333333333334	94.48555555555556	0.9722222222222222	0.8888888888888888
O00142	pre_domain	0.2	0.0	0.8	40.99885714285714	0.0	0.0
O00142	n_domain	0.5049019607843137	0.14215686274509803	0.35294117647058826	92.79107843137254	0.9362745098039216	0.8627450980392157
O00142	c_region	0.6923076923076923	0.0	0.3076923076923077	80.20576923076922	0.7307692307692307	0.6538461538461539
O00142	n_half	0.4215686274509804	0.17647058823529413	0.4019607843137255	89.90029411764706	0.8725490196078431	0.8431372549019608
O00142	c_half	0.5882352941176471	0.10784313725490197	0.30392156862745096	95.68186274509803	1.0	0.8823529411764706
O00154	pre_domain	0.05454545454545454	0.03636363636363636	0.9090909090909091	34.585636363636354	0.03636363636363636	0.0
O00154	n_domain	0.2866666666666667	0.38666666666666666	0.32666666666666666	96.00533333333334	0.9933333333333333	0.9533333333333334
O00154	c_region	0.2857142857142857	0.32	0.3942857142857143	90.75057142857143	0.9085714285714286	0.7942857142857143
O00217	pre_domain	0.5301204819277109	0.0	0.46987951807228917	77.10313253012048	0.6024096385542169	0.4819277108433735
O00217	n_domain	0.288	0.208	0.504	95.23423999999999	1.0	0.952
O00217	c_region	0.5	0.0	0.5	90.715	1.0	0.5
O00217	n_half	0.07936507936507936	0.3333333333333333	0.5873015873015873	94.46650793650794	1.0	0.9047619047619048
O00217	c_half	0.5	0.08064516129032258	0.41935483870967744	96.01435483870968	1.0	1.0
O00330	pre_domain	0.0	0.0	1.0	40.09037037037037	0.0	0.0
O00330	n_domain	0.031914893617021274	0.40425531914893614	0.5638297872340425	81.69074468085107	0.8404255319148937	0.11702127659574468
O00330	c_region	0.32294617563739375	0.19263456090651557	0.48441926345609065	81.80175637393768	0.7705382436260623	0.5439093484419264
O00408	pre_domain	0.3145539906103286	0.20187793427230047	0.4835680751173709	68.41990610328638	0.6384976525821596	0.12206572769953052
O00408	n_domain	0.47126436781609193	0.26436781609195403	0.26436781609195403	87.37367816091954	0.9425287356321839	0.5574712643678161
O00408	c_region	0.6155234657039711	0.0776173285198556	0.30685920577617326	88.36916967509026	0.9169675090252708	0.6516245487364621
O00411	pre_domain	0.3568281938325991	0.0	0.6431718061674009	45.01220264317181	0.10572687224669604	0.013215859030837005
O00411	n_domain	0.6415094339622641	0.0	0.3584905660377358	91.67358490566039	0.9874213836477987	0.7735849056603774
O00411	c_region	0.5509478672985783	0.10900473933649289	0.3400473933649289	92.19850710900475	0.9537914691943128	0.7701421800947867
O00429	n_domain	0.4129032258064516	0.15806451612903225	0.4290322580645161	83.14867741935484	0.8612903225806452	0.3193548387096774
O00429	c_region	0.5915492957746479	0.0	0.4084507042253521	71.5988262910798	0.6408450704225352	0.3051643192488263
O00746	pre_domain	0.0	0.0	1.0	47.97657142857143	0.0	0.0
O00746	n_domain	0.46	0.17333333333333334	0.36666666666666664	94.26726666666667	0.94	0.92
O00746	c_region	0.0	0.0	1.0	39.08	0.0	0.0
O00746	n_half	0.4533333333333333	0.25333333333333335	0.29333333333333333	96.8648	0.9866666666666667	0.9733333333333334
O00746	c_half	0.4666666666666667	0.09333333333333334	0.44	91.66973333333333	0.8933333333333333	0.8666666666666667
O00763	pre_domain	0.10222222222222223	0.0	0.8977777777777778	29.939822222222222	0.0	0.0
O00763	n_domain	0.4088050314465409	0.11949685534591195	0.4716981132075472	82.93974842767294	0.8805031446540881	0.3710691823899371
O00763	c_region	0.40549662487946	0.2270973963355834	0.3674059787849566	83.83817743490839	0.8987463837994214	0.30713596914175506
O14521	pre_domain	0.0	0.0	1.0	48.967555555555556	0.0	0.0
O14521	n_domain	0.7631578947368421	0.0	0.23684210526315788	94.62447368421051	0.9385964912280702	0.8771929824561403
O14521	n_half	0.6842105263157895	0.0	0.3157894736842105	90.83526315789474	0.8771929824561403	0.7543859649122807
O14521	c_half	0.8421052631578947	0.0	0.15789473684210525	98.41368421052633	1.0	1.0
O14548	pre_domain	0.07142857142857142	0.17857142857142858	0.75	65.00071428571428	0.35714285714285715	0.0
O14548	n_domain	0.6896551724137931	0.0	0.3103448275862069	93.69275862068964	0.9827586206896551	0.896551724137931
O14548	n_half	0.5517241379310345	0.0	0.4482758620689655	92.71310344827587	1.0	0.896551724137931
O14548	c_half	0.8275862068965517	0.0	0.1724137931034483	94.67241379310344	0.9655172413793104	0.896551724137931
O14561	pre_domain	0.12307692307692308	0.0	0.8769230769230769	55.947538461538464	0.015384615384615385	0.0
O14561	n_domain	0.4725274725274725	0.0	0.5274725274725275	93.30043956043956	0.989010989010989	0.8571428571428571
O14561	n_half	0.2826086956521739	0.0	0.717391304347826	92.60326086956522	1.0	0.8043478260869565
O14561	c_half	0.6666666666666666	0.0	0.3333333333333333	94.0131111111111	0.9777777777777777	0.9111111111111111
O14832	pre_domain	0.1	0.0	0.9	37.12966666666667	0.0	0.0
O14832	n_domain	0.2694805194805195	0.22402597402597402	0.5064935064935064	90.15775974025973	0.9123376623376623	0.724025974025974
O14832	n_half	0.35064935064935066	0.17532467532467533	0.474025974025974	88.16551948051948	0.8506493506493507	0.7142857142857143
O14832	c_half	0.18831168831168832	0.2727272727272727	0.538961038961039	92.15	0.974025974025974	0.7337662337662337
O14874	pre_domain	0.37681159420289856	0.0	0.6231884057971014	49.99202898550725	0.2028985507246377	0.15942028985507245
O14874	n_domain	0.7337662337662337	0.032467532467532464	0.23376623376623376	93.68623376623377	0.9935064935064936	0.8246753246753247
O14874	c_region	0.3386243386243386	0.21164021164021163	0.4497354497354497	86.79968253968254	0.8412698412698413	0.7301587301587301
O14880	pre_domain	0.0	0.0	1.0	41.38	0.0	0.0
O14880	n_domain	0.7730496453900709	0.0	0.22695035460992907	95.75241134751774	0.9858156028368794	0.9290780141843972
O14880	c_region	0.0	0.0	1.0	47.176	0.0	0.0
O14880	n_half	0.704225352112676	0.0	0.29577464788732394	96.35760563380283	0.9859154929577465	0.9577464788732394
O14880	c_half	0.8428571428571429	0.0	0.15714285714285714	95.13857142857142	0.9857142857142858	0.9
O14949	pre_domain	0.0	0.0	1.0	60.44	0.0	0.0
O14949	n_domain	0.5925925925925926	0.0	0.4074074074074074	94.89753086419753	0.9876543209876543	0.8888888888888888
O14949	n_half	0.3902439024390244	0.0	0.6097560975609756	95.46780487804878	1.0	0.9512195121951219
O14949	c_half	0.8	0.0	0.2	94.313	0.975	0.825
O14957	n_domain	0.7142857142857143	0.0	0.2857142857142857	88.41250000000001	0.8928571428571429	0.5357142857142857
O14957	n_half	0.8928571428571429	0.0	0.10714285714285714	94.01285714285714	1.0	0.7857142857142857
O14957	c_half	0.5357142857142857	0.0	0.4642857142857143	82.81214285714286	0.7857142857142857	0.2857142857142857
O15091	pre_domain	0.20279720279720279	0.0	0.7972027972027972	41.71104895104895	0.21678321678321677	0.11188811188811189
O15091	n_domain	0.6593886462882096	0.056768558951965066	0.2838427947598253	94.72628820960699	1.0	0.8995633187772926
O15091	c_region	0.3744075829383886	0.1895734597156398	0.43601895734597157	86.94990521327014	0.8767772511848341	0.5781990521327014
O15229	n_domain	0.34688346883468835	0.2926829268292683	0.3604336043360434	93.48853658536586	0.9566395663956639	0.8888888888888888
O15229	c_region	0.717948717948718	0.0	0.28205128205128205	73.93384615384616	0.6153846153846154	0.38461538461538464
O15229	n_half	0.24864864864864866	0.3027027027027027	0.4486486486486487	91.78102702702702	0.9243243243243243	0.8486486486486486
O15229	c_half	0.44565217391304346	0.2826086956521739	0.2717391304347826	95.20532608695652	0.9891304347826086	0.9293478260869565
O15235	pre_domain	0.0	0.0	1.0	52.22999999999999	0.03333333333333333	0.0
O15235	n_domain	0.06481481481481481	0.3333333333333333	0.6018518518518519	95.95314814814816	1.0	0.9814814814814815
O15235	n_half	0.12962962962962962	0.35185185185185186	0.5185185185185185	95.75314814814811	1.0	0.9814814814814815
O15235	c_half	0.0	0.3148148148148148	0.6851851851851852	96.15314814814813	1.0	0.9814814814814815
O15270	pre_domain	0.3392857142857143	0.1130952380952381	0.5476190476190477	69.69696428571429	0.6488095238095238	0.35714285714285715
O15270	n_domain	0.42896935933147634	0.17827298050139276	0.39275766016713093	96.49860724233983	1.0	0.9693593314763231
O15270	c_region	0.2	0.0	0.8	60.14228571428573	0.42857142857142855	0.34285714285714286
O15382	pre_domain	0.0	0.0	1.0	38.10518518518519	0.0	0.0
O15382	n_domain	0.21468926553672316	0.2824858757062147	0.5028248587570622	96.26502824858756	0.9774011299435028	0.9152542372881356
O15382	c_region	0.26063829787234044	0.324468085106383	0.4148936170212766	98.11127659574467	1.0	0.9893617021276596
O15527	pre_domain	0.0	0.0	1.0	42.54888888888888	0.0	0.0
O15527	n_domain	0.21978021978021978	0.31868131868131866	0.46153846153846156	96.57626373626373	0.989010989010989	0.9340659340659341
O15527	c_region	0.5959183673469388	0.036734693877551024	0.3673469387755102	92.5950612244898	0.9183673469387755	0.8734693877551021
O15528	pre_domain	0.0	0.0	1.0	28.938275862068966	0.0	0.0
O15528	n_domain	0.5490605427974948	0.09603340292275574	0.35490605427974947	90.2905636743215	0.941544885177453	0.732776617954071
O15528	n_half	0.6375	0.06666666666666667	0.29583333333333334	90.69624999999999	0.9708333333333333	0.7
O15528	c_half	0.4602510460251046	0.12552301255230125	0.41422594142259417	89.88317991631799	0.9121338912133892	0.7656903765690377
O43169	pre_domain	0.0	0.0	1.0	53.04933333333333	0.0	0.0
O43169	n_domain	0.31521739130434784	0.21739130434782608	0.4673913043478261	90.55978260869566	0.9021739130434783	0.8260869565217391
O43169	c_region	0.5348837209302325	0.0	0.46511627906976744	69.5513953488372	0.5116279069767442	0.23255813953488372
O43169	n_half	0.15217391304347827	0.30434782608695654	0.5434782608695652	88.27347826086957	0.8478260869565217	0.8043478260869565
O43169	c_half	0.4782608695652174	0.13043478260869565	0.391304347826087	92.84608695652175	0.9565217391304348	0.8478260869565217
O43181	pre_domain	0.09722222222222222	0.0	0.9027777777777778	65.97	0.3055555555555556	0.25
O43181	n_domain	0.1875	0.275	0.5375	96.87112499999999	1.0	1.0
O43181	c_region	0.21739130434782608	0.0	0.782608695652174	96.4508695652174	1.0	1.0
O43181	n_half	0.125	0.3	0.575	97.042	1.0	1.0
O43181	c_half	0.25	0.25	0.5	96.70025000000001	1.0	1.0
O43236	pre_domain	0.37447698744769875	0.12133891213389121	0.50418410041841	71.45951882845189	0.6443514644351465	0.27824267782426776
O43236	n_domain						
O43236	c_region						
O43236	n_half						
O43236	c_half						
O43272	pre_domain	0.25287356321839083	0.0	0.7471264367816092	61.06666666666669	0.47126436781609193	0.3218390804597701
O43272	n_domain	0.5934065934065934	0.06043956043956044	0.34615384615384615	90.14032967032968	0.9560439560439561	0.6483516483516484
O43272	c_region	0.5317220543806647	0.13595166163141995	0.3323262839879154	87.48247734138972	0.8731117824773413	0.6555891238670695
O43464	pre_domain	0.0	0.0	1.0	40.29122302158273	0.0	0.0
O43464	n_domain	0.22169811320754718	0.3867924528301887	0.3915094339622642	88.98320754716983	0.9009433962264151	0.7028301886792453
O43464	c_region	0.2336448598130841	0.35514018691588783	0.411214953271028	90.03364485981307	0.9345794392523364	0.7850467289719626
O43488	pre_domain	0.1111111111111111	0.0	0.8888888888888888	53.3525	0.1111111111111111	0.0
O43488	n_domain	0.4953560371517028	0.14551083591331268	0.3591331269349845	97.48783281733746	1.0	0.9814241486068112
O43488	n_half	0.4074074074074074	0.21604938271604937	0.3765432098765432	97.87203703703705	1.0	0.9876543209876543
O43488	c_half	0.5838509316770186	0.07453416149068323	0.3416149068322981	97.10124223602485	1.0	0.9751552795031055
O43572	pre_domain	0.16304347826086957	0.0	0.8369565217391305	40.91652173913044	0.0	0.0
O43572	n_domain	0.5617977528089888	0.0	0.43820224719101125	75.06921348314607	0.6629213483146067	0.449438202247191
O43572	c_region	0.43243243243243246	0.012474012474012475	0.5550935550935551	66.70442827442828	0.5280665280665281	0.3180873180873181
O43615	pre_domain	0.5576923076923077	0.0	0.4423076923076923	51.01015384615384	0.09230769230769231	0.0
O43615	n_domain	0.390625	0.3125	0.296875	81.41354166666666	0.796875	0.4635416666666667
O43615	n_half	0.7395833333333334	0.010416666666666666	0.25	75.750625	0.65625	0.3125
O43615	c_half	0.041666666666666664	0.6145833333333334	0.34375	87.07645833333333	0.9375	0.6145833333333334
O43678	n_domain	0.3939393939393939	0.21212121212121213	0.3939393939393939	84.5280808080808	0.8282828282828283	0.6161616161616161
O43678	n_half	0.48	0.12	0.4	79.7354	0.72	0.54
O43678	c_half	0.30612244897959184	0.30612244897959184	0.3877551020408163	89.41857142857144	0.9387755102040817	0.6938775510204082
O43708	pre_domain	0.0	0.14285714285714285	0.8571428571428571	75.59285714285714	0.5714285714285714	0.42857142857142855
O43708	n_domain	0.44871794871794873	0.19230769230769232	0.358974358974359	97.7876923076923	1.0	0.9615384615384616
O43708	c_region	0.7022900763358778	0.015267175572519083	0.2824427480916031	98.12083969465647	1.0	0.9923664122137404
O43766	pre_domain	0.31666666666666665	0.025	0.6583333333333333	61.78508333333333	0.475	0.03333333333333333
O43766	n_domain	0.36666666666666664	0.18095238095238095	0.4523809523809524	93.63561904761904	0.9666666666666667	0.8857142857142857
O43766	c_region	0.4523809523809524	0.11904761904761904	0.42857142857142855	74.11380952380952	0.5238095238095238	0.35714285714285715
O43766	n_half	0.3333333333333333	0.18095238095238095	0.4857142857142857	90.74295238095239	0.9333333333333333	0.7714285714285715
O43766	c_half	0.4	0.18095238095238095	0.41904761904761906	96.5282857142857	1.0	1.0
O43772	n_domain	0.6822429906542056	0.0	0.3177570093457944	87.36635514018693	0.9252336448598131	0.616822429906542
O43772	c_region	0.8144329896907216	0.0	0.18556701030927836	89.64969072164949	0.9845360824742269	0.6288659793814433
O43819	pre_domain	0.4166666666666667	0.0	0.5833333333333334	65.99916666666667	0.4375	0.28125
O43819	n_domain	0.3411764705882353	0.24705882352941178	0.4117647058823529	93.73070588235294	0.9941176470588236	0.8235294117647058
O43819	n_half	0.3411764705882353	0.24705882352941178	0.4117647058823529	95.138	1.0	0.8941176470588236
O43819	c_half	0.3411764705882353	0.24705882352941178	0.4117647058823529	92.3234117647059	0.9882352941176471	0.7529411764705882
O43824	pre_domain	0.1	0.09090909090909091	0.8090909090909091	44.27690909090909	0.22727272727272727	0.08181818181818182
O43824	n_domain	0.5714285714285714	0.14285714285714285	0.2857142857142857	87.68873015873017	0.9126984126984127	0.5793650793650794
O43824	c_region	0.45	0.225	0.325	85.89507142857143	0.9214285714285714	0.4035714285714286
O43837	pre_domain	0.0	0.0	1.0	35.851142857142854	0.0	0.0
O43837	n_domain	0.41260744985673353	0.18911174785100288	0.3982808022922636	93.15034383954155	0.9484240687679083	0.8624641833810889
O43837	c_region	0.0	0.0	1.0	38.25	0.0	0.0
O43837	n_half	0.32	0.22857142857142856	0.4514285714285714	90.16897142857141	0.9142857142857143	0.7771428571428571
O43837	c_half	0.5057471264367817	0.14942528735632185	0.3448275862068966	96.14885057471263	0.9827586206896551	0.9482758620689655
O43847	pre_domain	0.16279069767441862	0.0	0.8372093023255814	26.536744186046516	0.0	0.0
O43847	n_domain	0.35185185185185186	0.12345679012345678	0.5246913580246914	76.58194444444446	0.7253086419753086	0.5833333333333334
O43847	c_region	0.4116059379217274	0.21052631578947367	0.37786774628879893	91.77632928475035	0.97165991902834	0.8124156545209177
O43865	pre_domain	0.14444444444444443	0.0	0.8555555555555555	35.400888888888886	0.022222222222222223	0.0
O43865	n_domain	0.48	0.14666666666666667	0.37333333333333335	95.5346	1.0	0.9266666666666666
O43865	c_region	0.4241379310344828	0.1724137931034483	0.40344827586206894	95.44048275862069	1.0	0.9379310344827586
O60218	n_domain	0.3924050632911392	0.15822784810126583	0.44936708860759494	97.73674050632911	0.9968354430379747	0.990506329113924
O60218	n_half	0.3860759493670886	0.2088607594936709	0.4050632911392405	97.90088607594937	0.9936708860759493	0.9873417721518988
O60218	c_half	0.3987341772151899	0.10759493670886076	0.4936708860759494	97.57259493670885	1.0	0.9936708860759493
O60220	pre_domain	0.2727272727272727	0.0	0.7272727272727273	68.24954545454544	0.4090909090909091	0.2727272727272727
O60220	n_domain	0.8571428571428571	0.0	0.14285714285714285	96.74015873015871	1.0	0.9841269841269841
O60220	c_region	0.08333333333333333	0.0	0.9166666666666666	57.84583333333334	0.16666666666666666	0.0
O60220	n_half	0.78125	0.0	0.21875	96.84812500000001	1.0	1.0
O60220	c_half	0.9354838709677419	0.0	0.06451612903225806	96.62870967741935	1.0	0.967741935483871
O60238	pre_domain	0.18681318681318682	0.0	0.8131868131868132	55.89445054945055	0.13736263736263737	0.0
O60238	n_domain	0.9375	0.0	0.0625	88.0525	0.9375	0.5625
O60238	c_region	0.0	0.0	1.0	48.468	0.0	0.0
O60238	n_half	1.0	0.0	0.0	88.859375	1.0	0.5
O60238	c_half	0.875	0.0	0.125	87.245625	0.875	0.625
O60260	n_domain	0.23684210526315788	0.34210526315789475	0.42105263157894735	85.59434210526315	0.9605263157894737	0.17105263157894737
O60260	c_region	0.15424164524421594	0.1953727506426735	0.6503856041131105	76.6021850899743	0.7634961439588689	0.33676092544987146
O60313	pre_domain	0.29571984435797666	0.0	0.7042801556420234	42.29046692607004	0.12062256809338522	0.0
O60313	n_domain	0.46264367816091956	0.15229885057471265	0.3850574712643678	83.89882183908047	0.9137931034482759	0.21839080459770116
O60313	c_region	0.7859154929577464	0.0	0.2140845070422535	87.20332394366197	0.9605633802816902	0.4056338028169014
O60313	n_half	0.3275862068965517	0.20114942528735633	0.47126436781609193	83.11201149425288	0.8850574712643678	0.21264367816091953
O60313	c_half	0.5977011494252874	0.10344827586206896	0.2988505747126437	84.68563218390804	0.9425287356321839	0.22413793103448276
O60783	pre_domain	0.4444444444444444	0.0	0.5555555555555556	52.48703703703704	0.0	0.0
O60783	n_domain	0.5934065934065934	0.04395604395604396	0.3626373626373626	95.3943956043956	1.0	0.978021978021978
O60783	c_region	0.0	0.0	1.0	93.712	1.0	1.0
O60783	n_half	0.7608695652173914	0.0	0.2391304347826087	95.14217391304348	1.0	0.9565217391304348
O60783	c_half	0.4222222222222222	0.08888888888888889	0.4888888888888889	95.65222222222224	1.0	1.0
O60930	pre_domain	0.0	0.0	1.0	40.0648	0.0	0.0
O60930	n_domain	0.3333333333333333	0.27450980392156865	0.39215686274509803	88.27882352941175	0.9411764705882353	0.6862745098039216
O60930	c_region	0.3	0.18095238095238095	0.5190476190476191	82.12471428571428	0.7619047619047619	0.6857142857142857
O75027	pre_domain	0.2222222222222222	0.0	0.7777777777777778	29.359444444444446	0.0	0.0
O75027	n_domain	0.8681948424068768	0.0	0.1318051575931232	87.63008595988539	0.9369627507163324	0.5530085959885387
O75027	c_region	0.4135593220338983	0.21694915254237288	0.3694915254237288	84.71210169491525	0.8610169491525423	0.5796610169491525
O75127	pre_domain	0.08450704225352113	0.0	0.9154929577464789	33.633873239436625	0.06338028169014084	0.04225352112676056
O75127	n_domain	0.7195121951219512	0.0	0.2804878048780488	92.86987804878049	1.0	0.8292682926829268
O75127	c_region	0.5483193277310925	0.008403361344537815	0.4432773109243697	74.03063025210085	0.7058823529411765	0.29411764705882354
O75208	pre_domain	0.0	0.0	1.0	41.53913978494623	0.021505376344086023	0.0
O75208	n_domain	0.7883597883597884	0.0	0.21164021164021163	96.23084656084657	1.0	0.9365079365079365
O75208	c_region	0.8055555555555556	0.0	0.19444444444444445	72.97305555555556	0.6111111111111112	0.0
O75208	n_half	0.7684210526315789	0.0	0.23157894736842105	96.93147368421056	1.0	0.9894736842105263
O75208	c_half	0.8085106382978723	0.0	0.19148936170212766	95.52276595744681	1.0	0.8829787234042553
O75251	pre_domain	0.0	0.0	1.0	43.77315789473685	0.03508771929824561	0.0
O75251	n_domain	0.4935897435897436	0.14102564102564102	0.36538461538461536	95.58705128205128	1.0	0.9807692307692307
O75251	n_half	0.5128205128205128	0.16666666666666666	0.32051282051282054	94.93846153846152	1.0	0.9743589743589743
O75251	c_half	0.47435897435897434	0.11538461538461539	0.41025641025641024	96.23564102564102	1.0	0.9871794871794872
O75306	pre_domain	0.11538461538461539	0.0	0.8846153846153846	63.47923076923076	0.5	0.05128205128205128
O75306	n_domain	0.5142857142857142	0.13246753246753246	0.35324675324675325	94.27537662337663	1.0	0.9558441558441558
O75306	n_half	0.5854922279792746	0.12435233160621761	0.29015544041450775	94.08440414507773	1.0	0.9222797927461139
O75306	c_half	0.4427083333333333	0.140625	0.4166666666666667	94.46734375	1.0	0.9895833333333334
O75323	pre_domain	0.0625	0.0	0.9375	44.34453125	0.03125	0.0
O75323	n_domain	0.423728813559322	0.3389830508474576	0.23728813559322035	94.65652542372882	0.9745762711864406	0.9152542372881356
O75323	c_region	0.36538461538461536	0.3557692307692308	0.27884615384615385	94.645	1.0	0.9230769230769231
O75380	pre_domain	0.12857142857142856	0.02857142857142857	0.8428571428571429	74.06085714285713	0.6142857142857143	0.5142857142857142
O75380	n_domain	0.13725490196078433	0.3333333333333333	0.5294117647058824	93.22882352941178	1.0	0.9019607843137255
O75380	c_region	0.0	0.0	1.0	78.00333333333333	0.6666666666666666	0.0
O75380	n_half	0.2692307692307692	0.2692307692307692	0.46153846153846156	93.215	1.0	0.9615384615384616
O75380	c_half	0.0	0.4	0.6	93.2432	1.0	0.84
O75390	pre_domain	0.1111111111111111	0.0	0.8888888888888888	49.75888888888889	0.19444444444444445	0.16666666666666666
O75390	n_domain	0.6328502415458938	0.033816425120772944	0.3333333333333333	97.88833333333335	1.0	0.9855072463768116
O75390	c_region	0.5625	0.0	0.4375	93.8025	0.9375	0.875
O75394	n_domain	0.06153846153846154	0.5230769230769231	0.4153846153846154	91.27907692307691	0.9538461538461539	0.8
O75394	n_half	0.12121212121212122	0.3939393939393939	0.48484848484848486	87.62333333333332	0.9090909090909091	0.6363636363636364
O75394	c_half	0.0	0.65625	0.34375	95.04906249999999	1.0	0.96875
O75414	pre_domain	0.0	0.2	0.8	68.426	0.3	0.1
O75414	n_domain	0.5263157894736842	0.17105263157894737	0.3026315789473684	97.07703947368422	1.0	1.0
O75414	c_region	0.041666666666666664	0.375	0.5833333333333334	78.54583333333333	0.7083333333333334	0.4166666666666667
