uniprot_accession	region	length	net_charge	frac_hydrophobic	frac_charged	frac_polar	frac_aromatic	frac_small
B4DEF8	n_domain	171	3.0	0.3567251461988304	0.23976608187134502	0.2982456140350877	0.10526315789473684	0.12280701754385964
B4DEF8	c_region	19	-4.0	0.21052631578947367	0.42105263157894735	0.21052631578947367	0.05263157894736842	0.21052631578947367
B4DEF8	n_half	86	-1.0	0.36046511627906974	0.29069767441860467	0.313953488372093	0.10465116279069768	0.13953488372093023
B4DEF8	c_half	85	4.0	0.35294117647058826	0.18823529411764706	0.2823529411764706	0.10588235294117647	0.10588235294117647
B4DJ38	pre_domain	188	3.0	0.3191489361702128	0.28191489361702127	0.23404255319148937	0.10106382978723404	0.25
B4DJ38	n_domain	83	1.0	0.3614457831325301	0.27710843373493976	0.26506024096385544	0.0963855421686747	0.1566265060240964
B4DJ38	c_region	478	5.0	0.3912133891213389	0.23221757322175732	0.2489539748953975	0.06276150627615062	0.19456066945606695
G3V325	pre_domain	188	3.0	0.3191489361702128	0.28191489361702127	0.23404255319148937	0.10106382978723404	0.25
G3V325	n_domain	83	1.0	0.3614457831325301	0.27710843373493976	0.26506024096385544	0.0963855421686747	0.1566265060240964
G3V325	c_region	478	7.0	0.3912133891213389	0.23221757322175732	0.2489539748953975	0.06276150627615062	0.19456066945606695
H0UI37	pre_domain	25	1.0	0.28	0.2	0.4	0.12	0.24
H0UI37	n_domain	72	-3.0	0.3333333333333333	0.3472222222222222	0.25	0.06944444444444445	0.1111111111111111
H0UI37	n_half	36	0.0	0.4166666666666667	0.3333333333333333	0.25	0.08333333333333333	0.05555555555555555
H0UI37	c_half	36	-3.0	0.25	0.3611111111111111	0.25	0.05555555555555555	0.16666666666666666
O00142	pre_domain	35	6.0	0.37142857142857144	0.17142857142857143	0.14285714285714285	0.08571428571428572	0.37142857142857144
O00142	n_domain	204	-2.0	0.37254901960784315	0.27450980392156865	0.2696078431372549	0.09313725490196079	0.14215686274509803
O00142	c_region	26	0.0	0.2692307692307692	0.38461538461538464	0.2692307692307692	0.038461538461538464	0.0
O00142	n_half	102	3.0	0.3235294117647059	0.2647058823529412	0.3137254901960784	0.06862745098039216	0.16666666666666666
O00142	c_half	102	-5.0	0.4215686274509804	0.28431372549019607	0.22549019607843138	0.11764705882352941	0.11764705882352941
O00154	pre_domain	55	7.0	0.38181818181818183	0.2	0.2	0.01818181818181818	0.2909090909090909
O00154	n_domain	150	0.0	0.35333333333333333	0.26666666666666666	0.2866666666666667	0.04	0.2
O00154	c_region	175	1.0	0.34285714285714286	0.2342857142857143	0.29714285714285715	0.06285714285714286	0.21714285714285714
O00217	pre_domain	83	4.0	0.42168674698795183	0.1927710843373494	0.26506024096385544	0.07228915662650602	0.25301204819277107
O00217	n_domain	125	-7.0	0.312	0.296	0.272	0.096	0.192
O00217	c_region	2	1.0	0.0	0.5	0.5	0.5	0.0
O00217	n_half	63	1.0	0.2698412698412698	0.3333333333333333	0.23809523809523808	0.07936507936507936	0.2222222222222222
O00217	c_half	62	-8.0	0.3548387096774194	0.25806451612903225	0.3064516129032258	0.11290322580645161	0.16129032258064516
O00330	pre_domain	54	8.0	0.42592592592592593	0.18518518518518517	0.2037037037037037	0.14814814814814814	0.3148148148148148
O00330	n_domain	94	-10.0	0.40425531914893614	0.3191489361702128	0.13829787234042554	0.02127659574468085	0.22340425531914893
O00330	c_region	353	7.0	0.3654390934844193	0.23512747875354106	0.23796033994334279	0.042492917847025496	0.22946175637393768
O00408	pre_domain	213	-5.0	0.37089201877934275	0.2112676056338028	0.23943661971830985	0.028169014084507043	0.2300469483568075
O00408	n_domain	174	-12.0	0.367816091954023	0.2413793103448276	0.3275862068965517	0.05172413793103448	0.1839080459770115
O00408	c_region	554	-22.0	0.3898916967509025	0.23465703971119134	0.30324909747292417	0.09927797833935018	0.17689530685920576
O00411	pre_domain	227	11.0	0.32158590308370044	0.2687224669603524	0.24669603524229075	0.02643171806167401	0.2511013215859031
O00411	n_domain	159	4.0	0.4276729559748428	0.2138364779874214	0.2578616352201258	0.07547169811320754	0.18238993710691823
O00411	c_region	844	17.0	0.38270142180094785	0.22156398104265404	0.27606635071090047	0.07582938388625593	0.18838862559241706
O00429	n_domain	310	0.0	0.38064516129032255	0.25806451612903225	0.25161290322580643	0.035483870967741936	0.16129032258064516
O00429	c_region	426	-5.0	0.3732394366197183	0.25586854460093894	0.2699530516431925	0.046948356807511735	0.20657276995305165
O00746	pre_domain	35	5.0	0.34285714285714286	0.14285714285714285	0.17142857142857143	0.08571428571428572	0.4
O00746	n_domain	150	2.0	0.3933333333333333	0.22666666666666666	0.26	0.08	0.26
O00746	c_region	2	0.0	0.5	0.0	0.0	0.0	0.5
O00746	n_half	75	6.0	0.41333333333333333	0.26666666666666666	0.18666666666666668	0.08	0.17333333333333334
O00746	c_half	75	-4.0	0.37333333333333335	0.18666666666666668	0.3333333333333333	0.08	0.3466666666666667
O00763	pre_domain	225	3.0	0.26222222222222225	0.21777777777777776	0.3511111111111111	0.04	0.30666666666666664
O00763	n_domain	159	4.0	0.4339622641509434	0.25157232704402516	0.18238993710691823	0.0880503144654088	0.20754716981132076
O00763	c_region	2074	-43.0	0.390549662487946	0.23095467695274832	0.26711668273866923	0.08919961427193829	0.18900675024108005
O14521	pre_domain	45	3.0	0.5111111111111111	0.15555555555555556	0.15555555555555556	0.06666666666666667	0.26666666666666666
O14521	n_domain	114	1.0	0.4824561403508772	0.09649122807017543	0.3157894736842105	0.08771929824561403	0.3157894736842105
O14521	n_half	57	0.0	0.45614035087719296	0.07017543859649122	0.38596491228070173	0.05263157894736842	0.3333333333333333
O14521	c_half	57	1.0	0.5087719298245614	0.12280701754385964	0.24561403508771928	0.12280701754385964	0.2982456140350877
O14548	pre_domain	56	0.0	0.35714285714285715	0.14285714285714285	0.3392857142857143	0.16071428571428573	0.30357142857142855
O14548	n_domain	58	6.0	0.3793103448275862	0.20689655172413793	0.27586206896551724	0.10344827586206896	0.15517241379310345
O14548	n_half	29	3.0	0.3448275862068966	0.3103448275862069	0.1724137931034483	0.10344827586206896	0.10344827586206896
O14548	c_half	29	3.0	0.41379310344827586	0.10344827586206896	0.3793103448275862	0.10344827586206896	0.20689655172413793
O14561	pre_domain	65	7.0	0.49230769230769234	0.1076923076923077	0.26153846153846155	0.03076923076923077	0.2923076923076923
O14561	n_domain	91	-13.0	0.38461538461538464	0.34065934065934067	0.18681318681318682	0.08791208791208792	0.10989010989010989
O14561	n_half	46	-2.0	0.34782608695652173	0.30434782608695654	0.2391304347826087	0.08695652173913043	0.10869565217391304
O14561	c_half	45	-11.0	0.4222222222222222	0.37777777777777777	0.13333333333333333	0.08888888888888889	0.1111111111111111
O14832	pre_domain	30	2.0	0.5	0.13333333333333333	0.2	0.0	0.3333333333333333
O14832	n_domain	308	3.0	0.3409090909090909	0.25	0.2987012987012987	0.10064935064935066	0.1590909090909091
O14832	n_half	154	1.0	0.3246753246753247	0.2662337662337662	0.3116883116883117	0.11038961038961038	0.11688311688311688
O14832	c_half	154	2.0	0.35714285714285715	0.23376623376623376	0.2857142857142857	0.09090909090909091	0.2012987012987013
O14874	pre_domain	69	4.0	0.391304347826087	0.2028985507246377	0.2608695652173913	0.028985507246376812	0.3333333333333333
O14874	n_domain	154	2.0	0.38311688311688313	0.2597402597402597	0.2662337662337662	0.07142857142857142	0.13636363636363635
O14874	c_region	189	0.0	0.37037037037037035	0.2328042328042328	0.24867724867724866	0.08465608465608465	0.21164021164021163
O14880	pre_domain	1	0.0	1.0	0.0	0.0	0.0	0.0
O14880	n_domain	141	7.0	0.4326241134751773	0.1347517730496454	0.28368794326241137	0.1347517730496454	0.2765957446808511
O14880	c_region	10	1.0	0.1	0.1	0.4	0.0	0.4
O14880	n_half	71	2.0	0.4225352112676056	0.16901408450704225	0.30985915492957744	0.1267605633802817	0.19718309859154928
O14880	c_half	70	5.0	0.44285714285714284	0.1	0.2571428571428571	0.14285714285714285	0.35714285714285715
O14949	pre_domain	1	0.0	1.0	0.0	0.0	0.0	0.0
O14949	n_domain	81	6.0	0.345679012345679	0.2716049382716049	0.2716049382716049	0.1728395061728395	0.14814814814814814
O14949	n_half	41	5.0	0.34146341463414637	0.21951219512195122	0.2926829268292683	0.12195121951219512	0.17073170731707318
O14949	c_half	40	1.0	0.35	0.325	0.25	0.225	0.125
O14957	n_domain	56	4.0	0.4642857142857143	0.21428571428571427	0.17857142857142858	0.17857142857142858	0.16071428571428573
O14957	n_half	28	3.0	0.42857142857142855	0.17857142857142858	0.21428571428571427	0.17857142857142858	0.17857142857142858
O14957	c_half	28	1.0	0.5	0.25	0.14285714285714285	0.17857142857142858	0.14285714285714285
O15091	pre_domain	143	7.0	0.32867132867132864	0.23076923076923078	0.32867132867132864	0.11188811188811189	0.2097902097902098
O15091	n_domain	229	1.0	0.37554585152838427	0.2314410480349345	0.3056768558951965	0.10480349344978165	0.18777292576419213
O15091	c_region	211	5.0	0.35071090047393366	0.2796208530805687	0.2890995260663507	0.0947867298578199	0.13744075829383887
O15229	n_domain	369	2.0	0.3956639566395664	0.21680216802168023	0.2764227642276423	0.1002710027100271	0.19241192411924118
O15229	c_region	117	11.0	0.4444444444444444	0.1623931623931624	0.3333333333333333	0.1623931623931624	0.17094017094017094
O15229	n_half	185	12.0	0.3621621621621622	0.24864864864864866	0.2810810810810811	0.05945945945945946	0.22702702702702704
O15229	c_half	184	-10.0	0.42934782608695654	0.18478260869565216	0.2717391304347826	0.14130434782608695	0.15760869565217392
O15235	pre_domain	30	1.0	0.43333333333333335	0.03333333333333333	0.36666666666666664	0.06666666666666667	0.3
O15235	n_domain	108	15.0	0.25925925925925924	0.26851851851851855	0.26851851851851855	0.027777777777777776	0.1574074074074074
O15235	n_half	54	14.0	0.2222222222222222	0.2962962962962963	0.25925925925925924	0.018518518518518517	0.12962962962962962
O15235	c_half	54	1.0	0.2962962962962963	0.24074074074074073	0.2777777777777778	0.037037037037037035	0.18518518518518517
O15270	pre_domain	168	5.0	0.34523809523809523	0.23214285714285715	0.30952380952380953	0.13095238095238096	0.20238095238095238
O15270	n_domain	359	3.0	0.3983286908077994	0.2200557103064067	0.24233983286908078	0.0807799442896936	0.2479108635097493
O15270	c_region	35	-6.0	0.2857142857142857	0.4	0.22857142857142856	0.08571428571428572	0.05714285714285714
O15382	pre_domain	27	4.0	0.5555555555555556	0.14814814814814814	0.14814814814814814	0.1111111111111111	0.2962962962962963
O15382	n_domain	177	4.0	0.3954802259887006	0.21468926553672316	0.23163841807909605	0.096045197740113	0.1977401129943503
O15382	c_region	188	-2.0	0.40425531914893614	0.20212765957446807	0.2393617021276596	0.09042553191489362	0.1595744680851064
O15527	pre_domain	9	2.0	0.5555555555555556	0.2222222222222222	0.0	0.0	0.2222222222222222
O15527	n_domain	91	1.0	0.32967032967032966	0.23076923076923078	0.31868131868131866	0.08791208791208792	0.21978021978021978
O15527	c_region	245	3.0	0.37551020408163266	0.2	0.2897959183673469	0.08979591836734693	0.24897959183673468
O15528	pre_domain	29	3.0	0.3793103448275862	0.2413793103448276	0.27586206896551724	0.13793103448275862	0.2413793103448276
O15528	n_domain	479	8.0	0.3945720250521921	0.20876826722338204	0.24008350730688935	0.07724425887265135	0.23173277661795408
O15528	n_half	240	9.0	0.4083333333333333	0.2125	0.22083333333333333	0.0875	0.24166666666666667
O15528	c_half	239	-1.0	0.3807531380753138	0.20502092050209206	0.2594142259414226	0.06694560669456066	0.2217573221757322
O43169	pre_domain	15	-2.0	0.3333333333333333	0.13333333333333333	0.3333333333333333	0.0	0.6666666666666666
O43169	n_domain	92	-9.0	0.31521739130434784	0.31521739130434784	0.2608695652173913	0.08695652173913043	0.1956521739130435
O43169	c_region	43	2.0	0.3023255813953488	0.18604651162790697	0.3953488372093023	0.16279069767441862	0.3023255813953488
O43169	n_half	46	0.0	0.32608695652173914	0.30434782608695654	0.2826086956521739	0.10869565217391304	0.13043478260869565
O43169	c_half	46	-9.0	0.30434782608695654	0.32608695652173914	0.2391304347826087	0.06521739130434782	0.2608695652173913
O43181	pre_domain	72	2.0	0.4305555555555556	0.2222222222222222	0.3055555555555556	0.027777777777777776	0.19444444444444445
O43181	n_domain	80	3.0	0.35	0.3125	0.2625	0.1125	0.175
O43181	c_region	23	7.0	0.17391304347826086	0.30434782608695654	0.391304347826087	0.13043478260869565	0.2608695652173913
O43181	n_half	40	6.0	0.325	0.35	0.25	0.1	0.075
O43181	c_half	40	-3.0	0.375	0.275	0.275	0.125	0.275
O43236	pre_domain	478	-10.0	0.3054393305439331	0.3138075313807531	0.25523012552301255	0.08158995815899582	0.15271966527196654
O43236	n_domain	0						
O43236	c_region	0						
O43236	n_half	0						
O43236	c_half	0						
O43272	pre_domain	87	7.0	0.47126436781609193	0.1724137931034483	0.16091954022988506	0.05747126436781609	0.3218390804597701
O43272	n_domain	182	-2.0	0.3626373626373626	0.26373626373626374	0.2802197802197802	0.11538461538461539	0.23626373626373626
O43272	c_region	331	-3.0	0.40181268882175225	0.256797583081571	0.25075528700906347	0.08761329305135952	0.18429003021148035
O43464	pre_domain	139	13.0	0.38848920863309355	0.17985611510791366	0.19424460431654678	0.050359712230215826	0.3597122302158273
O43464	n_domain	212	-2.0	0.4056603773584906	0.20754716981132076	0.24056603773584906	0.05660377358490566	0.25
O43464	c_region	107	-1.0	0.3925233644859813	0.19626168224299065	0.27102803738317754	0.037383177570093455	0.22429906542056074
O43488	pre_domain	36	4.0	0.4444444444444444	0.16666666666666666	0.19444444444444445	0.0	0.3611111111111111
O43488	n_domain	323	-6.0	0.3746130030959752	0.2043343653250774	0.28792569659442724	0.1021671826625387	0.25386996904024767
O43488	n_half	162	-3.0	0.35802469135802467	0.21604938271604937	0.2777777777777778	0.06790123456790123	0.25925925925925924
O43488	c_half	161	-3.0	0.391304347826087	0.19254658385093168	0.2981366459627329	0.13664596273291926	0.2484472049689441
O43572	pre_domain	92	10.0	0.30434782608695654	0.2391304347826087	0.31521739130434784	0.03260869565217391	0.32608695652173914
O43572	n_domain	89	0.0	0.34831460674157305	0.2247191011235955	0.38202247191011235	0.10112359550561797	0.19101123595505617
O43572	c_region	481	-22.0	0.35135135135135137	0.2286902286902287	0.3264033264033264	0.08523908523908524	0.24116424116424118
O43615	pre_domain	260	15.0	0.29615384615384616	0.35	0.24615384615384617	0.07307692307692308	0.23461538461538461
O43615	n_domain	192	-11.0	0.4322916666666667	0.265625	0.22395833333333334	0.07291666666666667	0.171875
O43615	n_half	96	-7.0	0.3958333333333333	0.3020833333333333	0.23958333333333334	0.08333333333333333	0.16666666666666666
O43615	c_half	96	-4.0	0.46875	0.22916666666666666	0.20833333333333334	0.0625	0.17708333333333334
O43678	n_domain	99	5.0	0.3939393939393939	0.25252525252525254	0.23232323232323232	0.06060606060606061	0.25252525252525254
O43678	n_half	50	5.0	0.38	0.3	0.18	0.04	0.3
O43678	c_half	49	0.0	0.40816326530612246	0.20408163265306123	0.2857142857142857	0.08163265306122448	0.20408163265306123
O43708	pre_domain	7	1.0	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.0	0.2857142857142857
O43708	n_domain	78	4.0	0.38461538461538464	0.23076923076923078	0.2948717948717949	0.10256410256410256	0.16666666666666666
O43708	c_region	131	-1.0	0.3969465648854962	0.19083969465648856	0.2900763358778626	0.04580152671755725	0.183206106870229
O43766	pre_domain	120	7.0	0.2833333333333333	0.2916666666666667	0.25833333333333336	0.075	0.175
O43766	n_domain	210	-3.0	0.3476190476190476	0.28095238095238095	0.2619047619047619	0.06666666666666667	0.18095238095238095
O43766	c_region	42	4.0	0.35714285714285715	0.2857142857142857	0.23809523809523808	0.14285714285714285	0.23809523809523808
O43766	n_half	105	-3.0	0.34285714285714286	0.2761904761904762	0.24761904761904763	0.06666666666666667	0.20952380952380953
O43766	c_half	105	0.0	0.3523809523809524	0.2857142857142857	0.2761904761904762	0.06666666666666667	0.1523809523809524
O43772	n_domain	107	5.0	0.38317757009345793	0.1588785046728972	0.21495327102803738	0.102803738317757	0.205607476635514
O43772	c_region	194	7.0	0.42783505154639173	0.18041237113402062	0.23195876288659795	0.12371134020618557	0.2422680412371134
O43819	pre_domain	96	10.0	0.3645833333333333	0.1875	0.23958333333333334	0.041666666666666664	0.2708333333333333
O43819	n_domain	170	-6.0	0.3588235294117647	0.24705882352941178	0.27058823529411763	0.10588235294117647	0.20588235294117646
O43819	n_half	85	-5.0	0.4	0.27058823529411763	0.17647058823529413	0.09411764705882353	0.15294117647058825
O43819	c_half	85	-1.0	0.3176470588235294	0.2235294117647059	0.36470588235294116	0.11764705882352941	0.25882352941176473
O43824	pre_domain	110	1.0	0.32727272727272727	0.3	0.11818181818181818	0.02727272727272727	0.33636363636363636
O43824	n_domain	126	4.0	0.42063492063492064	0.2698412698412698	0.23809523809523808	0.07142857142857142	0.1746031746031746
O43824	c_region	280	8.0	0.4035714285714286	0.2357142857142857	0.24642857142857144	0.05357142857142857	0.21785714285714286
O43837	pre_domain	35	3.0	0.5428571428571428	0.08571428571428572	0.22857142857142856	0.05714285714285714	0.5142857142857142
O43837	n_domain	349	1.0	0.3954154727793696	0.23209169054441262	0.2636103151862464	0.06876790830945559	0.22063037249283668
O43837	c_region	1	0.0	0.0	0.0	1.0	0.0	1.0
O43837	n_half	175	0.0	0.37714285714285717	0.2857142857142857	0.24571428571428572	0.06285714285714286	0.21142857142857144
O43837	c_half	174	1.0	0.41379310344827586	0.1781609195402299	0.28160919540229884	0.07471264367816093	0.22988505747126436
O43847	pre_domain	86	4.0	0.36046511627906974	0.27906976744186046	0.22093023255813954	0.023255813953488372	0.29069767441860467
O43847	n_domain	324	-46.0	0.30246913580246915	0.36419753086419754	0.23148148148148148	0.08950617283950617	0.18518518518518517
O43847	c_region	741	-27.0	0.3765182186234818	0.23076923076923078	0.29959514170040485	0.11605937921727395	0.15114709851551958
O43865	pre_domain	90	-4.0	0.28888888888888886	0.28888888888888886	0.3333333333333333	0.07777777777777778	0.28888888888888886
O43865	n_domain	150	-2.0	0.3933333333333333	0.24	0.28	0.08	0.25333333333333335
O43865	c_region	290	4.0	0.3689655172413793	0.22758620689655173	0.3	0.07586206896551724	0.16551724137931034
O60218	n_domain	316	1.0	0.3860759493670886	0.2689873417721519	0.24050632911392406	0.10126582278481013	0.17405063291139242
O60218	n_half	158	-2.0	0.4177215189873418	0.3037974683544304	0.16455696202531644	0.10759493670886076	0.1962025316455696
O60218	c_half	158	3.0	0.35443037974683544	0.23417721518987342	0.31645569620253167	0.0949367088607595	0.1518987341772152
O60220	pre_domain	22	-2.0	0.36363636363636365	0.09090909090909091	0.4090909090909091	0.045454545454545456	0.5
O60220	n_domain	63	-2.0	0.3333333333333333	0.2857142857142857	0.3333333333333333	0.07936507936507936	0.07936507936507936
O60220	c_region	12	0.0	0.25	0.3333333333333333	0.3333333333333333	0.08333333333333333	0.3333333333333333
O60220	n_half	32	0.0	0.28125	0.3125	0.3125	0.0625	0.03125
O60220	c_half	31	-2.0	0.3870967741935484	0.25806451612903225	0.3548387096774194	0.0967741935483871	0.12903225806451613
O60238	pre_domain	182	-12.0	0.23626373626373626	0.24175824175824176	0.3626373626373626	0.038461538461538464	0.2802197802197802
O60238	n_domain	32	2.0	0.53125	0.125	0.1875	0.125	0.25
O60238	c_region	5	0.0	0.2	0.0	0.8	0.2	0.6
O60238	n_half	16	0.0	0.625	0.125	0.1875	0.1875	0.1875
O60238	c_half	16	2.0	0.4375	0.125	0.1875	0.0625	0.3125
O60260	n_domain	76	1.0	0.40789473684210525	0.25	0.2631578947368421	0.09210526315789473	0.14473684210526316
O60260	c_region	389	-3.0	0.2802056555269923	0.20822622107969152	0.35475578406169667	0.07197943444730077	0.2159383033419023
O60313	pre_domain	257	13.0	0.3463035019455253	0.30739299610894943	0.2607003891050584	0.0933852140077821	0.16731517509727625
O60313	n_domain	348	-4.0	0.3706896551724138	0.27586206896551724	0.27011494252873564	0.06321839080459771	0.1925287356321839
O60313	c_region	355	-7.0	0.3492957746478873	0.3295774647887324	0.28169014084507044	0.08732394366197183	0.11830985915492957
O60313	n_half	174	-1.0	0.3620689655172414	0.25862068965517243	0.27011494252873564	0.04597701149425287	0.20689655172413793
O60313	c_half	174	-3.0	0.3793103448275862	0.29310344827586204	0.27011494252873564	0.08045977011494253	0.1781609195402299
O60783	pre_domain	27	3.0	0.48148148148148145	0.1111111111111111	0.2962962962962963	0.07407407407407407	0.37037037037037035
O60783	n_domain	91	12.0	0.3626373626373626	0.37362637362637363	0.1978021978021978	0.07692307692307693	0.13186813186813187
O60783	c_region	10	1.0	0.4	0.1	0.4	0.1	0.3
O60783	n_half	46	3.0	0.3695652173913043	0.41304347826086957	0.1956521739130435	0.10869565217391304	0.08695652173913043
O60783	c_half	45	9.0	0.35555555555555557	0.3333333333333333	0.2	0.044444444444444446	0.17777777777777778
O60930	pre_domain	25	4.0	0.56	0.16	0.16	0.12	0.32
O60930	n_domain	51	6.0	0.43137254901960786	0.3137254901960784	0.17647058823529413	0.17647058823529413	0.2549019607843137
O60930	c_region	210	-2.0	0.3	0.2571428571428571	0.28095238095238095	0.07142857142857142	0.24285714285714285
O75027	pre_domain	108	8.0	0.42592592592592593	0.16666666666666666	0.25	0.08333333333333333	0.32407407407407407
O75027	n_domain	349	12.0	0.46418338108882523	0.17765042979942694	0.2664756446991404	0.10028653295128939	0.23209169054441262
O75027	c_region	295	-3.0	0.3694915254237288	0.2271186440677966	0.288135593220339	0.06440677966101695	0.23728813559322035
O75127	pre_domain	142	1.0	0.3028169014084507	0.2887323943661972	0.2746478873239437	0.11267605633802817	0.23943661971830985
O75127	n_domain	82	2.0	0.35365853658536583	0.2926829268292683	0.25609756097560976	0.0975609756097561	0.15853658536585366
O75127	c_region	476	6.0	0.3907563025210084	0.23109243697478993	0.25	0.06092436974789916	0.1953781512605042
O75208	pre_domain	93	-2.0	0.2903225806451613	0.23655913978494625	0.3118279569892473	0.053763440860215055	0.3118279569892473
O75208	n_domain	189	-11.0	0.4126984126984127	0.2275132275132275	0.291005291005291	0.08465608465608465	0.20634920634920634
O75208	c_region	36	4.0	0.3888888888888889	0.16666666666666666	0.3055555555555556	0.0	0.2777777777777778
O75208	n_half	95	-6.0	0.4	0.25263157894736843	0.2736842105263158	0.05263157894736842	0.25263157894736843
O75208	c_half	94	-5.0	0.425531914893617	0.20212765957446807	0.30851063829787234	0.11702127659574468	0.1595744680851064
O75251	pre_domain	57	6.0	0.40350877192982454	0.14035087719298245	0.22807017543859648	0.017543859649122806	0.38596491228070173
O75251	n_domain	156	9.0	0.391025641025641	0.22435897435897437	0.25	0.10897435897435898	0.21153846153846154
O75251	n_half	78	3.0	0.47435897435897434	0.21794871794871795	0.20512820512820512	0.08974358974358974	0.24358974358974358
O75251	c_half	78	6.0	0.3076923076923077	0.23076923076923078	0.2948717948717949	0.1282051282051282	0.1794871794871795
O75306	pre_domain	78	4.0	0.3974358974358974	0.20512820512820512	0.1794871794871795	0.08974358974358974	0.23076923076923078
O75306	n_domain	385	-4.0	0.38441558441558443	0.24415584415584415	0.24155844155844156	0.0987012987012987	0.18441558441558442
O75306	n_half	193	-1.0	0.41450777202072536	0.23316062176165803	0.24352331606217617	0.10880829015544041	0.15025906735751296
O75306	c_half	192	-3.0	0.3541666666666667	0.2552083333333333	0.23958333333333334	0.08854166666666667	0.21875
O75323	pre_domain	64	9.0	0.40625	0.265625	0.234375	0.0625	0.3125
O75323	n_domain	118	1.0	0.3305084745762712	0.2796610169491525	0.3050847457627119	0.1271186440677966	0.11864406779661017
