uniprot_accession	region	n_residues	n_contacts	abs_contact_order	relative_contact_order
O00330	c_region	353	470	59.41914893617021	0.16832620095232353
O00330	pre_domain	54	0		
O00330	full_protein	501	677	51.8301329394387	0.10345335916055629
O00408	n_domain	174	248	41.75806451612903	0.2399888765294772
O00408	c_region	554	706	51.786118980169974	0.09347674906167865
O00408	pre_domain	213	244	43.18032786885246	0.2027245439852228
O00408	full_protein	941	1198	47.95742904841402	0.05096432417472266
O00411	n_domain	159	139	27.35251798561151	0.17202841500384597
O00411	c_region	844	1300	116.91461538461539	0.13852442581115568
O00411	pre_domain	227	6	9.666666666666666	0.042584434654919234
O00411	full_protein	1230	1575	121.71746031746032	0.09895728481094335
O00429	n_domain	310	480	69.9375	0.22560483870967743
O00429	c_region	426	224	170.02232142857142	0.39911343058350096
O00429	full_protein	736	727	118.26822558459422	0.16069052389211172
O00746	n_domain	150	231	54.004329004329	0.36002886002886003
O00746	c_region	2	0		
O00746	pre_domain	35	0		
O00746	full_protein	187	232	54.11206896551724	0.28936935275677667
O00746	n_half	75	71	42.0	0.56
O00746	c_half	75	64	16.5625	0.22083333333333333
O00763	n_domain	159	220	33.52272727272727	0.21083476272155519
O00763	c_region	2074	3415	64.57393850658858	0.031134975171932776
O00763	pre_domain	225	0		
O00763	full_protein	2458	3796	79.19204425711276	0.032218081471567434
O14521	n_domain	114	58	31.051724137931036	0.27238354506957047
O14521	pre_domain	45	0		
O14521	full_protein	159	58	31.051724137931036	0.1952938625027109
O14521	n_half	57	17	20.235294117647058	0.35500515995872034
O14521	c_half	57	17	14.941176470588236	0.26212590299277605
O14548	n_domain	58	5	7.8	0.13448275862068965
O14548	pre_domain	56	25	11.72	0.2092857142857143
O14548	full_protein	114	30	11.066666666666666	0.09707602339181286
O14548	n_half	29	5	7.8	0.2689655172413793
O14548	c_half	29	0		
O14561	n_domain	91	59	34.33898305084746	0.37735146209722487
O14561	pre_domain	65	0		
O14561	full_protein	156	59	34.33898305084746	0.22012168622338116
O14561	n_half	46	14	9.857142857142858	0.2142857142857143
O14561	c_half	45	8	11.875	0.2638888888888889
O14832	n_domain	308	618	80.76537216828478	0.2622252343126129
O14832	pre_domain	30	0		
O14832	full_protein	338	626	81.11661341853035	0.2399899805281963
O14832	n_half	154	134	32.940298507462686	0.2138980422562512
O14832	c_half	154	218	54.00917431192661	0.35070892410341953
O14874	n_domain	154	112	46.401785714285715	0.3013102968460111
O14874	c_region	189	319	44.96551724137931	0.23791278963692755
O14874	pre_domain	69	0		
O14874	full_protein	412	510	60.86666666666667	0.1477346278317152
O14880	n_domain	141	159	35.74842767295598	0.25353494803514875
O14880	c_region	10	0		
O14880	pre_domain	1	0		
O14880	full_protein	152	159	35.74842767295598	0.23518702416418405
O14880	n_half	71	32	20.96875	0.2953345070422535
O14880	c_half	70	77	24.38961038961039	0.3484230055658627
O14949	n_domain	81	0		
O14949	pre_domain	1	0		
O14949	full_protein	82	0		
O14949	n_half	41	0		
O14949	c_half	40	0		
O14957	n_domain	56	9	7.888888888888889	0.14087301587301587
O14957	full_protein	56	9	7.888888888888889	0.14087301587301587
O14957	n_half	28	0		
O14957	c_half	28	9	7.888888888888889	0.28174603174603174
O15091	n_domain	229	187	21.32085561497326	0.09310417299114962
O15091	c_region	211	275	39.30909090909091	0.18629900904782423
O15091	pre_domain	143	4	8.5	0.05944055944055944
O15091	full_protein	583	620	69.20806451612903	0.11871023073092457
O15229	n_domain	369	727	75.65749656121045	0.20503386601954052
O15229	c_region	117	21	10.952380952380953	0.0936100936100936
O15229	full_protein	486	778	78.3611825192802	0.1612370010684778
O15229	n_half	185	303	54.663366336633665	0.2954776558736955
O15229	c_half	184	265	41.97735849056604	0.2281378178835111
O15235	n_domain	108	194	26.18041237113402	0.24241122565864834
O15235	pre_domain	30	0		
O15235	full_protein	138	194	26.18041237113402	0.18971313312415958
O15235	n_half	54	38	14.605263157894736	0.2704678362573099
O15235	c_half	54	75	20.4	0.37777777777777777
O15270	n_domain	359	746	89.60857908847186	0.2496060698843227
O15270	c_region	35	1	6.0	0.17142857142857143
O15270	pre_domain	168	81	17.02469135802469	0.10133744855967078
O15270	full_protein	562	941	99.02231668437832	0.17619629303270165
O15382	n_domain	177	357	56.71148459383753	0.32040386776179397
O15382	c_region	188	338	44.094674556213015	0.2345461412564522
O15382	pre_domain	27	0		
O15382	full_protein	392	764	64.55235602094241	0.16467437760444492
O15527	n_domain	91	122	28.31967213114754	0.3112051882543686
O15527	c_region	245	268	48.12686567164179	0.19643618641486443
O15527	pre_domain	9	0		
O15527	full_protein	345	474	54.13291139240506	0.1569069895432031
O15528	n_domain	479	692	125.57080924855491	0.26215200260658644
O15528	pre_domain	29	0		
O15528	full_protein	508	692	125.57080924855491	0.2471866323790451
O15528	n_half	240	178	29.52247191011236	0.12301029962546815
O15528	c_half	239	249	52.13253012048193	0.21812774108988256
O43169	n_domain	92	112	36.089285714285715	0.3922748447204969
O43169	c_region	43	0		
O43169	pre_domain	15	0		
O43169	full_protein	150	112	36.089285714285715	0.2405952380952381
O43169	n_half	46	26	10.615384615384615	0.23076923076923075
O43169	c_half	46	0		
O43181	n_domain	80	119	32.554621848739494	0.4069327731092437
O43181	c_region	23	9	7.555555555555555	0.3285024154589372
O43181	pre_domain	72	1	10.0	0.1388888888888889
O43181	full_protein	175	144	35.583333333333336	0.20333333333333334
O43181	n_half	40	35	17.885714285714286	0.4471428571428572
O43181	c_half	40	4	7.25	0.18125
O43236	n_domain	0	0		
O43236	c_region	0	0		
O43236	pre_domain	478	389	54.005141388174806	0.11298146733927784
O43236	full_protein	478	389	54.005141388174806	0.11298146733927784
O43236	n_half	0	0		
O43236	c_half	0	0		
O43272	n_domain	182	133	46.05263157894737	0.25303643724696356
O43272	c_region	331	367	32.155313351498634	0.09714596178700494
O43272	pre_domain	87	3	6.0	0.06896551724137931
O43272	full_protein	600	822	141.62530413625305	0.23604217356042176
O43464	n_domain	212	523	42.58317399617591	0.2008640282838486
O43464	c_region	107	207	33.89855072463768	0.31680888527698764
O43464	pre_domain	139	0		
O43464	full_protein	458	759	44.081686429512516	0.09624822364522383
O43488	n_domain	323	563	65.17051509769094	0.20176630061204626
O43488	pre_domain	36	0		
O43488	full_protein	359	568	66.98767605633803	0.1865951979285182
O43488	n_half	162	274	28.916058394160583	0.1784941876182752
O43488	c_half	161	192	59.802083333333336	0.3714415113871636
O43572	n_domain	89	10	9.9	0.11123595505617978
O43572	c_region	481	173	36.86705202312139	0.07664667780274717
O43572	pre_domain	92	0		
O43572	full_protein	662	278	110.84172661870504	0.16743463235453934
O43615	n_domain	192	279	38.45519713261649	0.2002874850657109
O43615	pre_domain	260	9	6.222222222222222	0.023931623931623933
O43615	full_protein	452	326	50.29447852760736	0.1112709701938216
O43615	n_half	96	15	11.666666666666666	0.12152777777777778
O43615	c_half	96	193	22.419689119170986	0.23353842832469776
O43678	n_domain	99	155	37.07741935483871	0.37451938742261326
O43678	full_protein	99	155	37.07741935483871	0.37451938742261326
O43678	n_half	50	10	20.1	0.402
O43678	c_half	49	30	13.266666666666667	0.2707482993197279
O43708	n_domain	78	88	26.84090909090909	0.3441142191142191
O43708	c_region	131	111	32.0990990990991	0.24503129083281755
O43708	pre_domain	7	0		
O43708	full_protein	216	266	50.515037593984964	0.23386591478696742
O43766	n_domain	210	384	38.388020833333336	0.1828000992063492
O43766	c_region	42	9	9.88888888888889	0.23544973544973546
O43766	pre_domain	120	38	21.36842105263158	0.1780701754385965
O43766	full_protein	372	589	59.56196943972835	0.16011282107453859
O43766	n_half	105	156	31.878205128205128	0.3036019536019536
O43766	c_half	105	148	31.02027027027027	0.2954311454311454
O43772	n_domain	107	53	35.716981132075475	0.3338035619820138
O43772	c_region	194	184	43.983695652173914	0.22672008068130883
O43772	full_protein	301	401	85.08977556109726	0.28269028425613707
O43819	n_domain	170	287	51.51567944250871	0.3030334084853454
O43819	pre_domain	96	0		
O43819	full_protein	266	289	52.17993079584775	0.1961651533678487
O43819	n_half	85	83	30.59036144578313	0.35988660524450744
O43819	c_half	85	51	11.607843137254902	0.13656286043829297
O43824	n_domain	126	86	24.511627906976745	0.19453672942045036
O43824	c_region	280	385	40.81038961038961	0.1457513914656772
O43824	pre_domain	110	0		
O43824	full_protein	516	640	49.540625	0.09600896317829458
O43837	n_domain	349	664	72.0632530120482	0.2064849656505679
O43837	c_region	1	0		
O43837	pre_domain	35	0		
O43837	full_protein	385	664	72.0632530120482	0.18717728055077454
O43837	n_half	175	206	29.58252427184466	0.16904299583911236
O43837	c_half	174	224	26.973214285714285	0.15501847290640394
O43847	n_domain	324	437	95.90617848970251	0.2960067237336497
O43847	c_region	741	1234	110.64748784440843	0.14932184594387102
O43847	pre_domain	86	0		
O43847	full_protein	1151	1970	156.96395939086295	0.1363718152831129
O43865	n_domain	150	286	44.69580419580419	0.29797202797202793
O43865	c_region	290	491	61.43380855397149	0.21184071915162583
O43865	pre_domain	90	0		
O43865	full_protein	530	881	68.53802497162316	0.1293170282483456
O60218	n_domain	316	582	64.93298969072166	0.20548414459089132
O60218	full_protein	316	582	64.93298969072166	0.20548414459089132
O60218	n_half	158	270	30.83703703703704	0.1951711204875762
O60218	c_half	158	190	45.61052631578947	0.28867421718854097
O60220	n_domain	63	11	18.818181818181817	0.2987012987012987
O60220	c_region	12	0		
O60220	pre_domain	22	0		
O60220	full_protein	97	11	18.818181818181817	0.19400187441424555
O60220	n_half	32	0		
O60220	c_half	31	0		
O60238	n_domain	32	0		
O60238	c_region	5	0		
O60238	pre_domain	182	1	6.0	0.03296703296703297
O60238	full_protein	219	1	6.0	0.0273972602739726
O60238	n_half	16	0		
O60238	c_half	16	0		
O60260	n_domain	76	121	31.355371900826448	0.41257068290561116
O60260	c_region	389	555	55.88648648648649	0.14366706037657195
O60260	full_protein	465	716	64.87988826815642	0.13952664143689553
O60313	n_domain	348	502	64.64143426294821	0.1857512478820351
O60313	c_region	355	251	104.18725099601593	0.2934852140732843
O60313	pre_domain	257	0		
O60313	full_protein	960	816	101.65686274509804	0.10589256535947712
O60313	n_half	174	267	57.22846441947566	0.32889922080158424
O60313	c_half	174	154	27.948051948051948	0.16062098820719511
O60783	n_domain	91	77	24.16883116883117	0.265591551305837
O60783	c_region	10	0		
O60783	pre_domain	27	0		
O60783	full_protein	128	80	23.55	0.183984375
O60783	n_half	46	14	11.0	0.2391304347826087
O60783	c_half	45	32	10.75	0.2388888888888889
O60930	n_domain	51	96	21.760416666666668	0.42667483660130723
O60930	c_region	210	312	54.717948717948715	0.2605616605616605
O60930	pre_domain	25	0		
O60930	full_protein	286	418	47.61244019138756	0.16647706360625023
O75027	n_domain	349	279	100.17562724014337	0.2870361812038492
O75027	c_region	295	476	67.23319327731092	0.22790912975359634
O75027	pre_domain	108	0		
O75027	full_protein	752	782	83.84910485933504	0.11150146922783916
O75127	n_domain	82	90	24.6	0.30000000000000004
O75127	c_region	476	422	45.81042654028436	0.0962403918913537
O75127	pre_domain	142	0		
O75127	full_protein	700	577	46.696707105719234	0.0667095815795989
O75208	n_domain	189	153	36.31372549019608	0.19213611370474115
O75208	c_region	36	1	6.0	0.16666666666666666
O75208	pre_domain	93	0		
O75208	full_protein	318	154	36.116883116883116	0.11357510414114187
O75208	n_half	95	74	19.527027027027028	0.205547652916074
O75208	c_half	94	31	24.0	0.2553191489361702
O75251	n_domain	156	278	41.87410071942446	0.2684237225604132
O75251	pre_domain	57	0		
O75251	full_protein	213	280	41.628571428571426	0.195439302481556
O75251	n_half	78	79	31.29113924050633	0.4011684518013632
O75251	c_half	78	82	21.121951219512194	0.2707942464040025
O75306	n_domain	385	690	102.35797101449275	0.26586485977790325
O75306	pre_domain	78	10	11.5	0.14743589743589744
O75306	full_protein	463	700	101.06	0.2182721382289417
O75306	n_half	193	196	32.224489795918366	0.166966268372634
O75306	c_half	192	277	42.42599277978339	0.22096871239470517
O75323	n_domain	118	170	53.07058823529412	0.4497507477567298
O75323	c_region	104	137	50.46715328467153	0.4852610892756878
O75323	pre_domain	64	0		
O75323	full_protein	286	406	66.1896551724138	0.23143236074270557
O75380	n_domain	51	80	20.725	0.4063725490196079
O75380	c_region	3	0		
O75380	pre_domain	70	33	19.696969696969695	0.28138528138528135
O75380	full_protein	124	117	21.162393162393162	0.17066446098704163
O75380	n_half	26	4	7.0	0.2692307692307692
O75380	c_half	25	25	10.56	0.4224
O75390	n_domain	414	565	93.37699115044248	0.22554828780300115
O75390	c_region	16	0		
O75390	pre_domain	36	2	7.0	0.19444444444444445
O75390	full_protein	466	589	94.08319185059423	0.20189526148196188
O75394	n_domain	65	113	25.460176991150444	0.39169503063308375
O75394	full_protein	65	113	25.460176991150444	0.39169503063308375
O75394	n_half	33	22	11.5	0.3484848484848485
O75394	c_half	32	25	11.44	0.3575
O75414	n_domain	152	232	51.75	0.3404605263157895
O75414	c_region	24	24	10.166666666666666	0.4236111111111111
O75414	pre_domain	10	0		
O75414	full_protein	186	300	60.83	0.32704301075268816
O75414	n_half	76	87	42.333333333333336	0.5570175438596492
O75414	c_half	76	66	17.015151515151516	0.2238835725677831
O75417	n_domain	215	301	69.96677740863787	0.3254268716680831
O75417	c_region	2301	2422	248.5871180842279	0.10803438421739588
O75417	pre_domain	74	4	6.25	0.08445945945945946
O75417	full_protein	2590	2834	231.1471418489767	0.08924600071389062
O75431	n_domain	151	116	40.78448275862069	0.2700959123087463
O75431	c_region	12	0		
O75431	pre_domain	100	140	35.02857142857143	0.3502857142857143
O75431	full_protein	263	327	61.07033639143731	0.23220660224881107
O75431	n_half	76	33	17.060606060606062	0.22448165869218503
O75431	c_half	75	49	29.102040816326532	0.38802721088435377
O75439	n_domain	227	372	85.24193548387096	0.37551513429018046
O75439	c_region	224	356	81.6938202247191	0.36470455457463885
O75439	pre_domain	38	0		
O75439	full_protein	489	828	96.52777777777777	0.19739831856396273
O75489	n_domain	151	255	25.850980392156863	0.17119854564342293
O75489	c_region	78	31	11.193548387096774	0.1435070306038048
O75489	pre_domain	35	0		
O75489	full_protein	264	308	24.996753246753247	0.09468467138921685
O75489	n_half	76	64	15.703125	0.20662006578947367
O75489	c_half	75	124	19.451612903225808	0.25935483870967746
O75521	n_domain	93	86	37.91860465116279	0.40772693173293323
O75521	c_region	268	454	50.081497797356825	0.1868712604378986
O75521	pre_domain	33	0		
O75521	full_protein	394	540	48.144444444444446	0.12219402143260012
O75570	n_domain	117	44	40.13636363636363	0.343045843045843
O75570	c_region	266	474	53.41139240506329	0.2007947082897116
O75570	pre_domain	62	0		
O75570	full_protein	445	526	55.99049429657795	0.12582133549792798
O75600	n_domain	346	735	84.65170068027211	0.2446580944516535
O75600	c_region	7	1	6.0	0.8571428571428571
O75600	pre_domain	66	20	8.85	0.1340909090909091
O75600	full_protein	419	793	83.01891551071878	0.19813583654109496
O75608	n_domain	230	483	37.710144927536234	0.16395715185885318
O75608	full_protein	230	483	37.710144927536234	0.16395715185885318
O75608	n_half	115	191	30.413612565445025	0.2644661962212611
O75608	c_half	115	205	28.941463414634146	0.2516648992576882
O75616	n_domain	231	389	60.933161953727506	0.26377992187760824
O75616	c_region	99	134	30.402985074626866	0.3071008593396653
O75616	pre_domain	107	2	6.5	0.06074766355140187
O75616	full_protein	437	631	85.29001584786054	0.19517166097908592
O75648	n_domain	234	352	57.91193181818182	0.24748688811188813
O75648	c_region	187	356	35.17134831460674	0.18808207654869913
O75648	full_protein	421	788	60.871827411167516	0.14458866368448342
O75746	n_domain	120	119	23.596638655462186	0.1966386554621849
O75746	c_region	551	574	93.00348432055749	0.16879035266888837
O75746	pre_domain	7	0		
O75746	full_protein	678	799	122.12891113892366	0.18013113737304373
O75828	n_domain	273	524	54.27671755725191	0.19881581522802896
O75828	pre_domain	4	0		
O75828	full_protein	277	527	54.40607210626186	0.19641181265798505
O75828	n_half	137	229	35.467248908296945	0.25888502852771494
O75828	c_half	136	167	32.15568862275449	0.2364388869320183
O75879	n_domain	62	39	22.82051282051282	0.36807278742762617
O75879	c_region	1	0		
O75879	pre_domain	494	818	67.33496332518338	0.13630559377567486
O75879	full_protein	557	871	65.27784156142366	0.11719540675300477
O75879	n_half	31	4	6.25	0.20161290322580644
O75879	c_half	31	8	12.75	0.4112903225806452
O75880	n_domain	167	285	51.305263157894736	0.30721714465805233
O75880	pre_domain	134	0		
O75880	full_protein	301	285	51.305263157894736	0.17044937926210876
O75880	n_half	84	83	29.674698795180724	0.3532702237521515
O75880	c_half	83	52	11.538461538461538	0.13901760889712697
O75891	n_domain	205	390	40.56153846153846	0.19786116322701688
O75891	c_region	697	1477	76.1767095463778	0.10929226620714175
O75891	full_protein	902	1910	69.14973821989528	0.07666268095332071
O75947	n_domain	123	12	13.5	0.10975609756097561
O75947	c_region	37	12	8.416666666666666	0.22747747747747746
O75947	pre_domain	1	0		
O75947	full_protein	161	26	13.692307692307692	0.08504538939321547
O75947	n_half	62	5	18.2	0.29354838709677417
O75947	c_half	61	0		
O76031	n_domain	349	366	76.25409836065573	0.21849311851190753
O76031	c_region	126	112	28.9375	0.2296626984126984
O76031	pre_domain	158	55	11.345454545454546	0.07180667433831991
O76031	full_protein	633	568	71.12852112676056	0.11236733195380816
O94761	n_domain	54	24	24.666666666666668	0.45679012345679015
O94761	c_region	1154	1163	101.11092003439381	0.08761778165892012
O94761	full_protein	1208	1187	99.56529064869419	0.08242159821911771
O94826	n_domain	113	146	20.486301369863014	0.18129470238816828
O94826	c_region	391	475	56.86526315789474	0.1454354556467896
O94826	pre_domain	104	15	44.266666666666666	0.4256410256410256
O94826	full_protein	608	696	69.4985632183908	0.11430684739866907
O94903	n_domain	251	441	56.22675736961451	0.2240109855363128
O94903	c_region	15	0		
O94903	pre_domain	9	0		
O94903	full_protein	275	450	58.67333333333333	0.21335757575757575
O94903	n_half	126	135	24.51851851851852	0.19459141681363903
O94903	c_half	125	177	25.468926553672315	0.20375141242937853
O94925	n_domain	81	63	35.98412698412698	0.4442484812855183
O94925	c_region	453	798	77.91478696741855	0.171997322223882
O94925	pre_domain	135	0		
O94925	full_protein	669	889	76.47469066366705	0.11431194419083265
O95140	n_domain	222	368	60.23097826086956	0.2713107128867998
O95140	c_region	437	214	205.07009345794393	0.46926794841634767
O95140	pre_domain	98	37	26.7027027027027	0.2724765581908439
O95140	full_protein	757	764	126.97513089005236	0.1677346511097125
O95202	n_domain	200	103	72.62135922330097	0.36310679611650487
O95202	c_region	5	0		
O95202	pre_domain	534	139	46.50359712230216	0.0870853878694797
O95202	full_protein	739	261	79.47509578544062	0.10754410796406037
O95202	n_half	100	8	27.5	0.275
O95202	c_half	100	51	27.058823529411764	0.27058823529411763
O95258	n_domain	283	329	79.03343465045593	0.2792700871040846
O95258	c_region	1	0		
O95258	pre_domain	41	0		
O95258	full_protein	325	332	79.76807228915662	0.2454402224281742
O95258	n_half	142	128	41.15625	0.28983274647887325
O95258	c_half	141	111	37.009009009009006	0.2624752411986454
O95299	n_domain	221	283	71.46643109540636	0.32337751626880706
O95299	c_region	78	23	7.869565217391305	0.10089186176142698
O95299	pre_domain	56	0		
O95299	full_protein	355	394	83.95939086294416	0.2365053263744906
O95299	n_half	111	138	51.905797101449274	0.4676197937067502
O95299	c_half	110	68	44.455882352941174	0.40414438502673794
O95363	n_domain	308	512	56.076171875	0.18206549310064934
O95363	c_region	98	155	42.26451612903226	0.4312705727452271
O95363	pre_domain	45	0		
O95363	full_protein	451	708	59.74576271186441	0.13247397497087451
O95571	n_domain	231	526	41.78707224334601	0.18089641663786152
O95571	c_region	5	0		
O95571	pre_domain	18	0		
O95571	full_protein	254	527	41.72106261859582	0.16425615204171584
O95571	n_half	116	220	22.745454545454546	0.19608150470219438
O95571	c_half	115	163	29.116564417177916	0.25318751667111233
O95721	n_domain	78	0		
O95721	c_region	142	24	65.66666666666667	0.4624413145539906
O95721	pre_domain	38	1	6.0	0.15789473684210525
O95721	full_protein	258	107	110.72897196261682	0.42918206187060787
O95822	n_domain	159	121	47.56198347107438	0.29913197151619103
O95822	c_region	302	469	50.349680170575695	0.16672079526680694
O95822	pre_domain	32	0		
O95822	full_protein	493	618	53.237864077669904	0.10798755391008094
O95831	n_domain	337	700	70.48	0.20913946587537094
O95831	c_region	142	231	46.45454545454545	0.32714468629961585
O95831	pre_domain	134	0		
O95831	full_protein	613	1101	90.47774750227066	0.14759828303796194
O95847	n_domain	300	349	83.83667621776505	0.27945558739255016
O95847	c_region	4	0		
O95847	pre_domain	19	1	8.0	0.42105263157894735
O95847	full_protein	323	359	83.36768802228413	0.2581042972826134
O95847	n_half	150	111	44.52252252252252	0.2968168168168168
O95847	c_half	150	131	38.12213740458015	0.254147582697201
O95900	n_domain	298	531	79.82674199623352	0.2678749731417232
O95900	c_region	30	0		
O95900	pre_domain	3	0		
O95900	full_protein	331	532	79.75751879699249	0.24095927129000752
O95900	n_half	149	194	41.97938144329897	0.28174081505569776
O95900	c_half	149	131	25.557251908396946	0.1715251805932681
O96008	n_domain	291	737	43.87381275440977	0.1507691159945353
O96008	c_region	1	0		
O96008	pre_domain	69	0		
O96008	full_protein	361	747	45.82463186077644	0.1269380383955026
O96008	n_half	146	269	22.91449814126394	0.1569486174059174
O96008	c_half	145	328	14.832317073170731	0.10229184188393609
P00156	n_domain	379	426	86.39671361502347	0.22795966653040495
P00156	c_region	1	0		
P00156	full_protein	380	427	86.20843091334895	0.2268642918772341
P00156	n_half	190	142	40.73943661971831	0.21441808747220165
P00156	c_half	189	124	46.46774193548387	0.2458610684417136
P00350	n_domain	180	386	35.19948186528497	0.19555267702936097
P00350	c_region	288	344	66.47674418604652	0.23082202842377264
P00350	full_protein	468	795	60.168553459119494	0.12856528516905874
P00363	n_domain	403	991	104.5882946518668	0.259524304347064
P00363	c_region	193	167	31.065868263473053	0.1609630479972697
P00363	pre_domain	6	0		
P00363	full_protein	602	1395	127.53763440860214	0.21185653556246203
P00367	n_domain	60	14	18.571428571428573	0.30952380952380953
P00367	c_region	445	852	61.64906103286385	0.13853721580418843
P00367	pre_domain	53	0		
P00367	full_protein	558	965	83.57512953367876	0.1497762178022917
P00387	n_domain	116	248	41.45161290322581	0.35734149054505004
P00387	c_region	156	289	37.97923875432526	0.24345665868157218
P00387	pre_domain	29	0		
P00387	full_protein	301	578	42.99480968858131	0.14283989929761234
P00390	n_domain	326	657	66.64840182648402	0.2044429503879878
P00390	c_region	132	221	31.32579185520362	0.23731660496366377
P00390	pre_domain	64	1	6.0	0.09375
P00390	full_protein	522	968	70.37913223140495	0.134825923814952
P00393	n_domain	409	850	62.89411764705882	0.15377534877031496
P00393	c_region	21	0		
P00393	pre_domain	4	0		
P00393	full_protein	434	869	67.58342922899885	0.15572218716359182
P00393	n_half	205	325	44.221538461538465	0.21571482176360227
P00393	c_half	204	300	23.99	0.11759803921568626
P00395	n_domain	513	778	86.1439588688946	0.16792194711285496
P00395	full_protein	513	778	86.1439588688946	0.16792194711285496
P00395	n_half	257	358	52.444134078212294	0.2040627785144447
P00395	c_half	256	285	49.382456140350875	0.1929002192982456
P00403	n_domain	91	15	42.2	0.46373626373626375
P00403	c_region	136	336	37.342261904761905	0.2745754551820728
P00403	full_protein	227	387	48.48837209302326	0.2136051634053888
P00414	n_domain	70	50	21.1	0.30142857142857143
